Series ID,2019-03-21T07:00:00.000Z,2019-03-21T07:05:00.000Z,2019-03-21T07:10:00.000Z,2019-03-21T07:15:00.000Z,2019-03-21T07:20:00.000Z,2019-03-21T07:25:00.000Z,2019-03-21T07:30:00.000Z,2019-03-21T07:35:00.000Z,2019-03-21T07:40:00.000Z,2019-03-21T07:45:00.000Z,2019-03-21T07:50:00.000Z,2019-03-21T07:55:00.000Z,2019-03-21T08:00:00.000Z,2019-03-21T08:05:00.000Z,2019-03-21T08:10:00.000Z,2019-03-21T08:15:00.000Z,2019-03-21T08:20:00.000Z,2019-03-21T08:25:00.000Z,2019-03-21T08:30:00.000Z,2019-03-21T08:35:00.000Z,2019-03-21T08:40:00.000Z,2019-03-21T08:45:00.000Z,2019-03-21T08:50:00.000Z,2019-03-21T08:55:00.000Z,2019-03-21T09:00:00.000Z,2019-03-21T09:05:00.000Z,2019-03-21T09:10:00.000Z,2019-03-21T09:15:00.000Z,2019-03-21T09:20:00.000Z,2019-03-21T09:25:00.000Z,2019-03-21T09:30:00.000Z,2019-03-21T09:35:00.000Z,2019-03-21T09:40:00.000Z,2019-03-21T09:45:00.000Z,2019-03-21T09:50:00.000Z,2019-03-21T09:55:00.000Z,2019-03-21T10:00:00.000Z,2019-03-21T10:05:00.000Z,2019-03-21T10:10:00.000Z,2019-03-21T10:15:00.000Z,2019-03-21T10:20:00.000Z,2019-03-21T10:25:00.000Z,2019-03-21T10:30:00.000Z,2019-03-21T10:35:00.000Z,2019-03-21T10:40:00.000Z,2019-03-21T10:45:00.000Z,2019-03-21T10:50:00.000Z,2019-03-21T10:55:00.000Z,2019-03-21T11:00:00.000Z,2019-03-21T11:05:00.000Z,2019-03-21T11:10:00.000Z,2019-03-21T11:15:00.000Z,2019-03-21T11:20:00.000Z,2019-03-21T11:25:00.000Z,2019-03-21T11:30:00.000Z,2019-03-21T11:35:00.000Z,2019-03-21T11:40:00.000Z,2019-03-21T11:45:00.000Z,2019-03-21T11:50:00.000Z,2019-03-21T11:55:00.000Z,2019-03-21T12:00:00.000Z,2019-03-21T12:05:00.000Z,2019-03-21T12:10:00.000Z,2019-03-21T12:15:00.000Z,2019-03-21T12:20:00.000Z,2019-03-21T12:25:00.000Z,2019-03-21T12:30:00.000Z,2019-03-21T12:35:00.000Z,2019-03-21T12:40:00.000Z,2019-03-21T12:45:00.000Z,2019-03-21T12:50:00.000Z,2019-03-21T12:55:00.000Z,2019-03-21T13:00:00.000Z,2019-03-21T13:05:00.000Z,2019-03-21T13:10:00.000Z,2019-03-21T13:15:00.000Z,2019-03-21T13:20:00.000Z,2019-03-21T13:25:00.000Z,2019-03-21T13:30:00.000Z,2019-03-21T13:35:00.000Z,2019-03-21T13:40:00.000Z,2019-03-21T13:45:00.000Z,2019-03-21T13:50:00.000Z,2019-03-21T13:55:00.000Z,2019-03-21T14:00:00.000Z,2019-03-21T14:05:00.000Z,2019-03-21T14:10:00.000Z,2019-03-21T14:15:00.000Z,2019-03-21T14:20:00.000Z,2019-03-21T14:25:00.000Z,2019-03-21T14:30:00.000Z,2019-03-21T14:35:00.000Z,2019-03-21T14:40:00.000Z,2019-03-21T14:45:00.000Z,2019-03-21T14:50:00.000Z,2019-03-21T14:55:00.000Z,2019-03-21T15:00:00.000Z,2019-03-21T15:05:00.000Z,2019-03-21T15:10:00.000Z,2019-03-21T15:15:00.000Z,2019-03-21T15:20:00.000Z,2019-03-21T15:25:00.000Z,2019-03-21T15:30:00.000Z,2019-03-21T15:35:00.000Z,2019-03-21T15:40:00.000Z,2019-03-21T15:45:00.000Z,2019-03-21T15:50:00.000Z,2019-03-21T15:55:00.000Z,2019-03-21T16:00:00.000Z,2019-03-21T16:05:00.000Z,2019-03-21T16:10:00.000Z,2019-03-21T16:15:00.000Z
0_0,58,58,58,58,58,58,58,58,58,58,58,58,,58,,58,58,,58,58,58,58,58,58,58,58,58,58,58,57,58,58,58,,,58,58,58,58,58,58,58,58,58,58,58,58,58,57,58,58,58,58,58,58,58,58,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,59,58,58,58,59,61,62,62,59,60,58
0_1,46,46,46,46,46,46,46,46,46,46,46,46,,46,,46,46,,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,,,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,47,46,46,46,47,46,46,47,47,47,47,47,47,46,46,48,49,51,51,49,50,49
0_2,22,22,22,22,22,22,22,22,22,22,22,22,,22,,22,22,,22,22,22,22,22,21,22,22,22,22,22,22,22,22,22,,,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,22,23,23,23,23,22,23,23,23,23,23,23,23,24,26,29,30,31,31,27
0_3,0.500278,0.500556,0.500556,0.501528,0.502083,0.502083,0.502083,0.500972,0.500972,0.500278,0.500139,0.500556,0.500556,0.500556,0.500556,0.500556,0.500556,0.500278,0.500278,0.500278,0.501528,0.500833,0.500694,0.500833,0.500417,0.500556,0.500556,0.500417,0.500556,0.500833,0.500556,0.50125,0.501111,0.500417,0.500417,0.501111,0.501667,0.502083,0.501111,0.500833,0.500694,0.500694,0.500417,0.500417,0.500417,0.500833,0.500694,0.500556,0.500278,0.500139,0.500417,0.500694,0.50125,0.50125,0.500556,0.500694,0.500833,0.500694,0.500417,0.500556,0.501111,0.501111,0.501111,0.501111,0.500833,0.500833,0.500556,0.500694,0.501389,0.501528,0.501528,0.501111,0.500972,0.500833,0.500556,0.500139,0.500694,0.500694,0.500694,0.500694,0.500694,0.500417,0.500694,0.501389,0.501389,0.500972,0.501667,0.501667,0.500972,0.500556,0.500417,0.500694,0.500556,0.500417,0.500556,0.500556,0.500972,0.500972,0.500833,0.500833,0.500694,0.500694,0.501111,0.501389,0.501389,0.501389,0.500833,0.500972,0.500833,0.500972,0.500972
0_4,8.924588865498052,8.924067782479106,8.924067782479106,8.925631031535946,8.925631031535946,8.924067782479106,8.924588865498052,8.924588865498052,8.925631031535946,8.925631031535946,8.925109948517,8.92771536361173,8.928236446630677,8.92615211455489,8.924588865498052,8.927194280592785,8.927194280592785,8.925631031535946,8.92927861266857,8.92927861266857,8.92927861266857,8.931362944744357,8.931362944744357,8.928757529649625,8.928757529649625,8.928757529649625,8.941784605123289,8.929799695687517,8.928236446630677,8.92771536361173,8.92771536361173,8.928757529649625,8.928757529649625,8.929799695687517,8.929799695687517,8.966275507013778,8.92927861266857,8.92927861266857,8.928236446630677,8.928236446630677,8.926673197573837,8.930320778706465,8.928757529649625,8.928757529649625,8.929799695687517,8.929799695687517,8.929799695687517,8.931362944744357,8.930320778706465,8.933447276820143,8.950121933426432,8.931884027763303,8.931884027763303,8.931362944744357,8.930320778706465,8.93084186172541,8.929799695687517,8.95064301644538,8.929799695687517,8.930320778706465,8.930320778706465,8.945432186255916,8.939179190028556,8.929799695687517,8.934489442858037,8.930320778706465,8.930320778706465,8.931362944744357,8.931362944744357,8.961064676824313,8.931884027763303,8.92927861266857,8.930320778706465,8.96888092210851,8.931362944744357,8.931362944744357,8.930320778706465,8.930320778706465,8.933447276820143,8.93240511078225,8.931884027763303,8.931884027763303,8.93709485795277,8.936573774933823,8.949600850407489,8.95845926172958,8.935010525876983,8.966796590032724,8.934489442858037,8.936052691914877,8.936573774933823,8.93553160889593,8.935010525876983,8.945432186255916,8.93553160889593,8.935010525876983,8.93553160889593,8.93553160889593,8.935010525876983,8.93709485795277,8.936052691914877,8.940221356066449,8.93396835983909,8.93396835983909,8.933447276820143,8.93396835983909,8.935010525876983,8.93396835983909,8.932926193801197,8.93709485795277,8.95220626550222
0_5,9800,9660,9870,9660,9800,9800,9800,9800,9800,9800,9800,9800,,9660,,9660,9660,,9800,9660,9660,9660,9660,9660,9660,9800,9800,9660,9800,9660,9800,9660,9800,,,9800,9800,9800,9800,9660,9800,9800,9660,9800,9800,9660,9660,9800,9800,9800,9660,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9660,9660,9800,9800,9660,9660,9800,9800,9800,9660,9660,9800,9800,9800,9800,9800,9800,9660,9800,9800,9800,9800,9800,9800,9800,9800,9870,9800,9800,9800,9870,9800,9870,9800,9800,9800,9800,9870,9870,9870,9870,9870,9870,9870,10430,11550,11550,8540,8470,8330
0_6,9800,9660,10010,9660,9800,9660,9800,9800,9800,9660,9800,9800,,9800,,9660,9800,,9800,9800,9800,9800,9800,9660,9800,9800,9800,9660,9800,9800,9800,9660,9660,,,9660,9800,9800,9800,9800,9800,9660,9660,9660,9800,9660,9800,9800,9800,9660,9800,9800,9800,9800,9800,9660,9800,9800,9800,9660,9800,9800,9800,9800,9800,9660,9800,9800,9660,9660,9800,9660,9800,9800,9660,9800,9660,9800,9660,9660,9800,9660,9800,9800,9800,9800,9800,9800,9800,9870,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,10010,9870,9870,10010,10500,11550,11550,8540,8540,8470
0_7,9800,9660,9870,9800,9660,9800,9660,9800,9660,9800,9800,9660,,9800,,9800,9660,,9800,9660,9800,9800,9660,9800,9660,9800,9660,9800,9800,9800,9800,9660,9800,,,9800,9800,9800,9660,9800,9800,9800,9660,9800,9660,9800,9660,9800,9800,9800,9800,9800,9660,9800,9800,9660,9800,9800,9660,9800,9660,9800,9800,9660,9660,9800,9800,9800,9800,9660,9800,9800,9800,9660,9660,9660,9660,9660,9800,9800,9660,9800,9660,9800,9800,9800,9800,9800,9800,9800,9800,9870,9800,9800,9870,9800,9800,9800,9800,9800,9800,9870,9870,9870,9870,10430,11550,11480,8540,8470,8330
0_8,9800,9800,10010,9800,9660,9800,9800,9800,9660,9660,9800,9800,,9800,,9800,9800,,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,,,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9660,9800,9800,9800,9800,9800,9800,9800,9800,9800,9660,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9800,9870,9800,9870,9870,9800,9800,9870,9870,9870,9800,9800,9800,9800,9800,9870,9870,9870,10010,10430,11550,11690,8540,8540,8470
0_9,78.75,78.4375,78.4375,77.5,78.75,78.125,78.75,78.4375,78.4375,78.125,78.4375,78.75,,77.5,,78.125,77.1875,,79.0625,79.375,78.125,77.8125,77.5,77.5,77.5,78.75,78.125,78.125,77.1875,77.5,78.125,77.8125,79.0625,,,79.0625,77.5,77.8125,78.4375,79.375,78.4375,78.75,77.5,78.75,78.4375,77.8125,78.75,77.5,78.75,78.4375,78.4375,77.8125,77.5,78.125,78.4375,78.125,78.75,78.125,77.8125,78.125,78.125,76.875,78.125,78.4375,78.125,77.8125,78.125,77.8125,77.5,77.1875,77.1875,77.8125,78.125,78.4375,77.8125,76.875,79.0625,78.125,78.125,77.5,78.4375,78.125,79.0625,78.125,79.0625,78.125,78.4375,77.5,78.4375,77.8125,77.8125,77.1875,78.75,77.5,77.8125,78.75,77.1875,78.125,78.4375,77.8125,79.0625,78.4375,78.4375,78.4375,78.75,78.75,78.4375,78.125,55,54.0625,54.375
