code,name
0,0AF3
1,0T7
2,0O1
3,0T8
4,0AF4
5,1AF3
6,1T7
7,1O1
8,1T8
9,1AF4
10,2AF3
11,2T7
12,2O1
13,2T8
14,2AF4
15,3AF3
16,3T7
17,3O1
18,3T8
19,3AF4
20,4AF3
21,4T7
22,4O1
23,4T8
24,4AF4
25,5AF3
26,5T7
27,5O1
28,5T8
29,5AF4
30,6AF3
31,6T7
32,6O1
33,6T8
34,6AF4
35,7AF3
36,7T7
37,7O1
38,7T8
39,7AF4
40,8AF3
41,8T7
42,8O1
43,8T8
44,8AF4
45,9AF3
46,9T7
47,9O1
48,9T8
49,9AF4
