Series ID,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25
0_0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,59,59,58,58,58,59,61,62,62,59,60,58,,,
0_1,46,46,46,46,46,47,46,46,46,47,46,46,47,47,47,47,47,47,46,46,48,49,51,51,49,50,49,,,
1_0,65,65,65,65,67,66,64,64,66,65,65,65,64,67,67,67,66,68,66,65,66,68,68,68,63,63,63,,,
1_1,54,54,54,54,55,55,54,53,54,54,54,54,53,55,55,55,55,57,55,54,55,58,60,61,56,56,56,,,
2_0,69,69,69,69,71,70,69,68,70,69,69,69,68,70,70,70,70,71,70,69,70,72,72,72,66,66,65,,,
2_1,51,51,51,51,53,52,51,51,51,51,51,51,50,52,52,52,52,53,52,51,52,54,55,55,54,54,52,,,
3_0,86,84,86,85,86,87,85,84,85,85,86,85,81,87,86,85,85,87,86,85,86,87,86,86,78,80,75,,,
3_1,45,45,45,45,46,46,45,45,45,45,45,45,44,46,46,45,46,46,46,46,46,48,50,51,50,50,48,,,
4_0,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,52,55,56,56,51,52,51,,,
4_1,43,43,43,44,44,44,43,43,43,43,44,44,44,44,44,44,44,44,44,44,45,48,49,50,46,47,46,,,
5_0,70,70,70,70,70,70,70,71,70,71,70,71,71,71,71,71,71,72,71,71,72,77,75,74,65,64,64,,,
5_1,55,55,55,55,55,55,55,55,55,55,54,55,56,55,55,55,57,58,55,55,57,63,60,60,53,52,52,,,
6_0,73,74,73,73,74,74,74,73,74,74,74,74,74,74,75,75,75,74,74,75,75,80,81,81,74,74,73,,,
6_1,56,56,56,57,57,57,56,56,56,56,57,57,57,57,56,57,57,57,57,57,57,61,61,62,61,61,59,,,
7_0,81,81,82,82,82,82,82,80,82,82,82,82,82,82,82,82,82,82,82,82,83,87,87,87,78,79,78,,,
7_1,57,57,57,58,58,58,58,56,58,58,58,58,58,58,58,58,58,58,58,58,60,65,65,66,63,63,62,,,
8_0,59,59,59,59,58,58,58,58,58,58,58,58,58,59,58,59,58,58,58,59,60,60,60,60,50,50,49,,,
8_1,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,44,46,46,41,41,41,,,
9_0,87,87,87,87,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,88,88,88,88,89,89,90,,,
9_1,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,47,48,49,50,50,50,50,,,
10_0,53,53,53,53,52,53,52,52,52,53,52,53,53,53,54,53,53,53,53,53,54,54,55,56,48,48,47,,,
10_1,41,41,40,41,40,40,41,41,41,40,40,41,40,41,42,42,41,41,41,41,42,43,45,47,43,43,42,,,
11_0,80,79,80,80,80,79,80,78,79,80,79,80,80,79,81,80,81,80,80,83,80,83,85,82,73,74,74,,,
11_1,55,55,56,56,56,55,56,55,55,55,55,56,56,55,55,56,56,56,56,58,56,59,61,60,57,58,57,,,
12_0,62,62,63,63,61,62,62,61,61,61,62,62,62,62,62,62,62,62,62,62,63,63,63,63,53,53,52,,,
12_1,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,46,46,47,49,42,44,42,,,
13_0,61,62,62,62,62,62,62,61,61,62,61,62,61,62,62,62,62,62,62,62,63,66,68,69,58,57,57,,,
13_1,49,49,49,49,49,49,49,49,49,49,49,49,49,49,50,49,49,50,50,49,51,54,56,56,49,49,49,,,
14_0,40,40,40,39,40,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,42,45,47,48,51,52,52,,,
14_1,31,31,31,31,32,31,31,31,31,31,31,31,31,31,31,31,31,32,32,31,33,36,39,39,42,43,43,,,
15_0,76,77,76,76,76,77,77,76,77,77,77,77,77,77,77,77,77,77,78,77,78,82,84,86,75,75,76,,,
15_1,59,59,59,59,59,59,59,59,59,59,59,59,59,60,60,60,60,60,60,60,61,64,65,66,60,62,62,,,
16_0,58,58,58,58,58,58,58,57,58,58,58,58,58,58,58,58,58,58,58,58,59,62,64,64,63,60,61,,,
16_1,42,42,42,43,42,43,42,42,43,43,42,42,43,43,43,43,42,42,43,43,44,47,49,50,47,48,49,,,
17_0,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,37,39,40,40,43,43,,,
17_1,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,27,28,27,29,33,36,36,36,39,39,,,
18_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19_0,60,61,61,61,60,60,60,60,61,61,60,60,59,60,60,61,61,61,61,60,61,63,64,65,54,54,55,,,
19_1,53,53,53,53,53,52,53,53,52,53,53,53,53,53,53,54,53,53,53,53,54,56,58,59,50,50,51,,,
20_0,57,58,58,58,50,56,57,57,57,57,57,59,50,59,59,60,60,60,59,51,58,61,63,64,52,52,53,,,
20_1,44,44,44,44,39,44,45,45,44,45,45,46,39,45,45,46,46,46,46,40,46,49,52,52,44,46,46,,,
21_0,57,57,57,57,57,57,57,56,56,57,57,58,56,56,57,56,55,56,56,57,54,56,56,56,56,59,60,,,
21_1,57,56,56,57,57,56,57,56,56,57,57,58,56,55,57,56,55,55,56,57,53,57,58,58,57,60,62,,,
22_0,77,77,77,77,77,78,78,77,78,77,77,78,78,78,78,78,78,77,78,77,78,79,79,78,73,74,73,,,
22_1,62,62,62,61,62,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63,64,64,60,61,59,,,
23_0,84,84,87,85,85,85,85,83,85,90,84,86,86,85,86,86,85,85,84,85,84,88,86,88,73,75,77,,,
23_1,60,59,62,61,61,61,61,59,61,65,60,61,62,61,62,62,61,61,61,61,60,66,66,67,59,62,63,,,
24_0,77,81,82,81,70,78,81,80,70,78,80,81,81,77,81,81,80,75,79,81,81,76,81,79,74,76,77,,,
24_1,52,53,53,53,48,52,53,53,48,52,53,54,53,52,54,53,52,52,53,53,53,53,55,55,55,57,57,,,
25_0,78,80,78,80,64,74,77,75,78,77,76,79,65,78,82,82,80,81,79,66,75,82,82,79,70,72,73,,,
25_1,59,61,59,61,49,57,59,57,60,59,58,61,49,60,63,63,61,62,61,50,59,65,67,66,57,60,62,,,
26_0,68,66,67,66,68,67,66,66,66,66,66,66,66,66,67,66,67,66,68,67,67,71,73,74,62,62,63,,,
26_1,52,52,53,53,54,53,52,52,53,52,53,53,53,53,53,53,54,53,53,53,53,58,60,61,52,54,55,,,
27_0,57,56,57,57,57,57,57,56,56,57,57,57,56,57,57,57,57,57,57,57,58,62,63,64,57,58,59,,,
27_1,52,51,52,52,52,51,52,52,52,52,52,52,52,52,52,53,53,52,52,53,54,58,59,62,53,56,57,,,
28_0,65,65,65,65,66,65,66,65,65,66,65,66,65,66,66,66,66,66,66,66,66,70,72,74,64,63,64,,,
28_1,53,53,53,53,54,54,55,53,54,53,54,54,54,54,54,55,54,54,54,54,55,58,60,62,55,55,56,,,
29_0,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,82,84,85,72,70,71,,,
29_1,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,54,54,54,55,55,60,62,64,53,55,56,,,
30_0,63,63,64,63,63,64,64,64,64,64,64,64,63,64,64,64,64,64,64,64,65,67,68,67,61,63,65,,,
30_1,50,50,51,51,51,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,53,55,57,57,52,55,57,,,
31_0,83,82,82,82,83,83,83,84,83,83,84,83,82,83,84,84,83,84,83,83,84,87,87,88,72,73,75,,,
31_1,49,49,49,49,50,50,50,50,50,50,53,50,49,50,50,50,50,52,50,49,51,55,55,58,52,54,56,,,
32_0,70,70,71,70,70,70,70,70,70,70,71,70,71,70,71,71,71,71,71,71,72,75,74,75,67,67,68,,,
32_1,56,56,57,57,56,57,57,56,56,56,58,56,57,56,57,57,57,58,57,57,58,62,61,63,56,56,58,,,
33_0,85,84,84,84,85,85,85,84,85,85,84,85,85,85,85,85,85,85,85,85,85,87,87,87,73,73,72,,,
33_1,71,70,70,70,71,71,71,71,70,70,70,70,71,71,71,71,71,71,70,71,71,74,75,76,63,64,63,,,
34_0,62,63,63,63,63,63,63,63,63,64,63,63,62,63,63,63,64,63,63,63,64,67,67,67,63,63,65,,,
34_1,54,55,55,55,55,55,55,55,55,55,55,55,55,55,56,56,56,55,56,56,57,61,63,63,58,58,62,,,
35_0,74,75,74,76,64,75,74,74,76,75,74,77,63,76,77,77,76,77,77,66,74,81,83,85,68,66,69,,,
35_1,62,63,62,64,54,64,63,62,64,64,63,65,54,65,65,65,64,64,64,56,65,69,71,73,59,61,64,,,
36_0,70,71,70,71,73,73,72,71,71,72,71,73,72,71,69,69,70,70,73,74,74,74,76,77,67,63,65,,,
36_1,53,54,53,53,56,55,55,54,53,55,54,56,54,54,53,52,53,53,56,55,57,57,61,61,53,53,55,,,
37_0,69,69,69,69,61,68,69,69,69,69,69,69,62,69,70,70,70,70,70,63,69,72,74,75,67,63,64,,,
37_1,71,72,71,71,62,71,71,70,71,72,71,70,62,73,73,73,73,73,73,63,72,76,80,80,64,62,64,,,
38_0,69,69,69,69,72,72,70,69,69,69,69,71,71,70,69,68,68,68,71,72,72,72,74,75,68,66,68,,,
38_1,48,48,48,49,50,50,49,49,49,49,49,50,50,49,48,48,48,48,50,51,50,51,55,56,52,51,55,,,
39_0,57,57,58,58,58,57,58,57,58,58,58,58,57,58,58,58,58,58,58,58,59,61,61,61,56,60,63,,,
39_1,46,46,47,47,47,46,47,47,47,47,47,47,46,47,47,47,47,47,47,47,48,51,52,52,48,54,56,,,
40_0,68,68,68,67,68,68,68,67,68,68,68,68,67,68,69,69,68,68,68,69,68,70,69,69,63,66,68,,,
40_1,49,49,49,49,49,50,49,49,49,49,49,50,50,50,50,50,50,49,50,50,50,53,53,54,50,55,57,,,
41_0,84,83,83,83,85,84,85,82,85,84,83,84,82,86,85,86,84,83,86,84,84,88,86,86,72,73,75,,,
41_1,58,58,57,57,59,57,58,57,58,58,57,58,57,57,58,59,58,58,58,58,58,61,60,61,57,58,60,,,
42_0,64,64,64,64,64,64,64,64,64,64,63,63,63,64,64,64,65,63,64,65,64,65,66,65,63,65,67,,,
42_1,47,46,47,47,48,47,47,47,47,47,47,47,46,47,47,48,48,47,47,48,48,50,52,52,50,53,55,,,
43_0,75,77,77,76,76,76,77,75,76,76,77,77,75,77,77,78,77,78,77,77,77,80,84,84,69,70,75,,,
43_1,64,67,65,64,65,64,65,64,64,64,66,65,64,65,66,66,65,65,66,65,65,67,75,75,60,66,69,,,
44_0,54,55,54,53,54,54,55,54,54,54,55,55,62,63,59,55,54,55,55,55,55,58,58,59,57,58,57,,,
44_1,43,45,44,43,44,44,45,44,44,44,45,45,49,49,46,45,44,46,46,45,45,49,49,51,49,50,48,,,
45_0,60,60,60,60,60,60,60,59,60,60,60,60,60,60,60,60,60,60,60,60,61,63,66,66,59,66,71,,,
45_1,44,45,44,44,44,44,45,44,44,45,44,45,45,45,45,45,45,45,45,45,46,48,51,52,47,55,58,,,
46_0,72,72,71,72,71,71,72,72,72,71,71,71,71,71,72,72,72,72,72,71,72,74,77,78,66,63,65,,,
46_1,66,66,66,67,66,66,66,66,67,66,66,67,67,66,67,66,67,67,67,66,67,70,74,76,62,60,62,,,
47_0,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,68,71,75,76,68,60,61,,,
47_1,48,49,48,49,49,49,49,49,49,49,49,48,49,49,49,49,49,49,49,49,50,53,56,57,51,46,51,,,
48_0,66,66,67,67,67,66,66,67,66,67,67,67,66,67,67,67,67,67,67,67,68,75,80,81,63,65,70,,,
48_1,51,51,52,52,51,51,51,52,51,51,51,51,51,51,51,52,52,52,51,52,53,57,60,61,51,57,60,,,
49_0,63,63,64,65,63,64,64,63,63,64,64,64,63,63,64,64,64,64,64,64,65,69,71,72,61,63,68,,,
49_1,46,46,45,48,45,47,47,46,45,47,47,46,46,46,47,46,47,46,47,47,47,51,55,56,48,54,58,,,
50_0,79,79,78,78,79,78,78,79,78,78,79,78,79,78,78,79,79,78,79,79,79,83,85,87,73,71,73,,,
50_1,61,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,66,68,71,59,60,62,,,
51_0,66,66,66,67,66,66,66,67,66,66,66,66,67,66,66,67,67,67,67,67,67,71,74,75,66,66,69,,,
51_1,48,48,48,49,48,48,48,49,48,48,48,48,48,48,48,49,49,49,49,49,49,54,57,57,51,55,58,,,
52_0,69,67,68,67,70,69,72,69,71,69,68,73,67,68,69,70,69,70,69,70,70,73,77,74,65,71,76,,,
52_1,52,50,51,51,53,52,54,53,54,52,52,55,51,52,52,53,52,53,53,52,53,57,61,59,52,62,68,,,
53_0,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74,74,74,74,77,78,78,64,69,73,,,
53_1,47,48,47,47,48,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,52,53,53,49,57,59,,,
54_0,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,70,70,70,69,70,71,72,73,65,67,69,,,
54_1,55,54,54,55,55,54,54,55,55,54,55,55,54,55,55,55,56,55,55,55,55,57,58,60,55,58,60,,,
55_0,85,85,85,85,85,85,85,85,85,85,85,85,56,87,88,86,86,85,85,85,86,88,87,87,72,73,72,,,
55_1,54,55,54,54,55,55,54,55,55,54,55,55,42,58,57,55,55,54,55,55,56,58,57,58,55,55,54,,,
56_0,85,85,85,85,85,85,85,85,86,85,85,85,85,85,85,85,86,86,86,86,85,87,87,87,79,83,87,,,
56_1,53,53,52,53,53,53,53,53,53,53,53,53,53,53,54,54,53,54,53,53,53,56,57,57,56,62,63,,,
57_0,68,68,68,68,68,68,68,68,68,68,68,68,77,80,75,68,68,68,68,68,68,70,69,69,71,71,70,,,
57_1,58,58,58,58,58,58,59,58,59,58,58,58,66,69,65,59,58,58,58,58,59,60,61,61,62,63,61,,,
58_0,54,54,54,54,54,54,55,54,54,54,54,54,61,63,59,54,54,54,54,54,55,57,58,57,60,65,65,,,
58_1,43,43,43,43,43,43,43,43,43,43,43,43,49,49,46,43,43,43,43,43,43,46,48,48,50,54,53,,,
59_0,74,74,74,73,75,73,72,72,74,73,73,73,71,75,75,75,74,76,74,74,74,78,78,78,63,63,63,,,
59_1,48,49,48,48,49,48,48,48,49,48,49,48,48,49,49,49,49,50,49,49,50,53,53,53,48,49,48,,,
60_0,58,59,59,59,59,59,59,58,59,59,59,59,59,59,59,59,59,59,59,59,60,64,66,67,60,61,60,,,
60_1,48,48,48,48,48,48,48,48,48,48,48,48,48,49,48,49,49,49,49,48,50,53,54,54,50,52,51,,,
61_0,70,71,71,71,71,70,70,71,71,71,70,71,70,71,71,71,71,71,71,71,71,75,75,76,62,62,61,,,
61_1,50,50,51,50,51,50,50,51,51,50,50,51,50,51,50,51,51,51,51,51,51,54,55,56,50,51,50,,,
62_0,80,80,81,81,81,80,81,80,80,82,81,82,81,81,81,81,81,81,81,81,78,80,80,81,70,71,71,,,
62_1,60,60,60,60,60,60,60,60,60,61,61,61,60,60,60,60,60,59,60,60,58,60,60,61,56,58,58,,,
63_0,82,84,83,83,83,83,83,83,83,83,83,83,82,82,84,84,83,84,83,83,84,86,85,86,73,74,73,,,
63_1,62,64,62,62,63,62,62,62,62,62,62,62,62,62,64,64,62,64,62,62,64,67,65,66,58,59,59,,,
64_0,76,76,77,76,77,76,76,76,77,77,75,77,75,76,77,77,77,77,77,78,76,79,82,83,68,66,64,,,
64_1,52,51,52,52,51,52,53,51,52,51,52,52,52,51,51,52,51,52,52,53,52,55,56,56,51,52,50,,,
65_0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,61,62,64,64,58,58,57,,,
65_1,48,48,48,48,49,48,48,48,49,48,49,49,49,49,49,49,49,49,49,49,49,51,53,54,50,51,50,,,
66_0,78,78,78,78,78,78,78,78,78,78,79,78,78,79,79,79,79,79,79,79,79,79,81,81,78,78,79,,,
66_1,62,62,63,63,63,63,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,64,65,66,64,64,64,,,
67_0,85,85,85,85,85,85,85,84,85,85,85,86,84,86,86,86,86,86,86,86,86,86,87,87,74,74,73,,,
67_1,61,61,61,61,62,61,61,62,61,62,61,63,62,63,62,63,62,62,63,62,62,63,65,65,59,59,59,,,
68_0,85,85,85,85,85,85,85,85,86,85,85,85,85,86,86,86,86,86,86,85,86,88,87,88,72,71,70,,,
68_1,55,54,55,54,55,55,54,55,55,55,55,55,55,55,56,56,56,55,55,55,55,57,57,58,54,54,54,,,
69_0,68,67,68,67,68,67,67,67,68,68,68,67,68,68,68,69,68,68,68,68,69,70,69,70,64,65,65,,,
69_1,54,53,54,53,54,54,53,53,54,54,54,53,54,54,54,54,54,54,54,54,55,56,56,57,54,55,54,,,
70_0,83,83,82,81,82,82,81,79,83,81,81,81,82,81,83,83,83,83,83,83,83,84,83,84,73,73,72,,,
70_1,60,61,61,61,61,60,60,60,61,60,60,60,60,61,61,61,62,62,61,62,62,62,63,64,59,60,60,,,
71_0,87,85,87,86,85,86,85,86,86,87,86,86,85,86,86,86,87,87,87,87,82,83,81,81,73,74,74,,,
71_1,66,65,66,66,65,66,66,66,66,66,65,65,65,66,66,67,66,66,66,67,64,65,64,65,60,61,61,,,
72_0,56,57,57,57,57,57,57,56,57,57,57,57,57,57,57,57,57,57,57,57,58,61,63,64,55,54,56,,,
72_1,44,45,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,49,51,52,46,47,50,,,
73_0,61,61,61,61,61,61,61,60,61,61,61,61,61,61,61,61,61,61,61,61,62,64,66,67,58,57,58,,,
73_1,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,51,52,53,47,48,50,,,
74_0,73,73,73,73,73,73,73,73,73,73,74,73,73,73,74,73,74,73,73,74,74,76,78,80,65,62,64,,,
74_1,62,62,62,62,62,62,62,62,63,62,63,62,62,63,63,63,63,63,63,63,63,66,68,71,56,54,57,,,
75_0,80,80,80,80,80,80,80,79,80,80,80,80,80,80,80,80,81,80,80,80,81,83,84,85,77,77,79,,,
75_1,58,59,59,59,59,59,59,58,59,59,59,59,59,60,59,59,59,59,59,59,60,62,65,65,59,60,63,,,
76_0,53,52,52,52,52,56,52,51,51,52,51,52,51,51,51,52,52,52,52,53,52,55,55,62,58,59,63,,,
76_1,46,44,44,46,44,48,44,44,44,44,44,44,44,44,44,45,45,44,45,46,45,49,49,54,51,53,57,,,
77_0,58,58,58,57,58,63,57,57,57,57,57,57,57,57,57,57,57,57,58,58,58,60,62,71,66,70,73,,,
77_1,44,45,45,44,44,48,44,44,44,44,43,44,44,44,44,44,44,44,44,45,44,47,49,54,51,54,57,,,
78_0,86,86,86,86,86,88,86,85,85,85,85,85,84,85,85,86,86,86,86,86,86,88,88,90,75,79,84,,,
78_1,54,53,54,54,53,56,53,53,53,53,53,53,52,53,53,53,54,54,54,53,53,56,56,60,55,59,62,,,
79_0,61,61,62,62,62,67,61,60,61,61,61,61,60,61,61,61,61,62,61,61,62,63,64,72,72,76,81,,,
79_1,47,47,48,47,48,51,47,47,47,47,47,47,47,47,47,47,47,48,48,48,49,49,52,59,59,64,69,,,
80_0,63,63,63,63,64,64,64,64,64,64,64,64,63,64,64,64,64,64,64,64,65,67,69,70,60,58,57,,,
80_1,51,52,51,51,53,52,52,52,52,52,51,52,51,52,52,53,52,52,52,52,53,55,57,58,51,51,50,,,
81_0,64,64,64,66,66,65,65,65,65,65,65,65,64,65,65,65,66,66,65,66,66,67,68,68,63,63,62,,,
81_1,49,49,49,50,50,49,49,49,49,49,49,49,49,49,49,49,50,50,49,50,51,52,54,55,52,52,50,,,
82_0,84,84,85,85,86,84,84,84,84,85,86,84,84,84,85,85,85,85,85,85,86,87,86,87,73,74,73,,,
82_1,71,71,72,72,73,72,71,71,71,72,73,71,72,71,72,72,72,72,72,71,73,75,76,77,63,64,62,,,
83_0,70,70,70,71,71,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,73,72,71,69,69,69,,,
83_1,65,64,65,66,65,65,65,65,66,65,66,64,65,65,65,64,66,65,65,65,66,68,69,68,63,62,62,,,
84_0,70,70,70,70,70,71,70,70,70,70,70,70,70,71,70,70,70,71,71,70,71,74,76,76,66,66,65,,,
84_1,53,54,54,54,54,54,54,54,54,54,54,54,55,55,54,54,53,54,54,54,55,58,60,61,53,54,53,,,
85_0,76,76,76,76,76,76,77,76,76,76,76,76,76,77,76,77,77,77,77,77,77,80,83,84,70,67,67,,,
85_1,61,61,61,61,62,61,62,61,62,61,61,61,62,62,61,62,62,62,62,62,62,67,71,72,58,57,56,,,
86_0,40,41,40,41,42,42,42,41,41,42,42,42,41,42,42,42,42,42,41,42,42,45,47,48,54,55,55,,,
86_1,34,34,34,34,35,35,35,35,35,35,35,36,36,36,35,36,36,36,36,36,37,40,42,43,48,48,48,,,
87_0,78,78,79,79,79,78,78,77,77,79,79,78,77,77,78,79,78,78,79,79,79,83,84,85,70,69,68,,,
87_1,50,50,50,50,51,50,50,50,50,50,50,51,51,51,50,51,51,51,51,51,51,55,56,56,52,53,52,,,
88_0,55,55,55,55,55,56,55,55,55,55,55,55,55,55,55,55,55,56,55,55,56,58,59,59,57,56,56,,,
88_1,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,44,43,43,43,43,45,47,48,49,47,46,46,,,
89_0,83,83,84,82,84,83,83,83,83,84,83,84,84,83,84,84,84,83,84,84,85,88,86,87,70,69,68,,,
89_1,64,64,65,64,64,64,65,64,65,64,64,66,65,65,66,65,66,66,65,65,66,70,70,71,58,57,57,,,
90_0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63,64,64,65,62,62,62,,,
90_1,47,47,47,47,47,47,47,48,48,47,47,48,48,48,48,48,47,48,47,48,48,50,51,51,51,51,51,,,
91_0,69,71,72,72,64,71,72,72,65,71,73,73,72,70,72,73,72,69,71,72,72,71,79,82,68,64,63,,,
91_1,53,54,54,54,50,54,54,54,49,54,55,55,55,54,55,55,55,54,54,55,55,55,61,62,53,53,52,,,
92_0,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,75,74,75,74,74,74,,,
92_1,48,48,48,48,48,49,48,48,48,48,48,48,48,48,49,48,48,49,48,48,50,52,51,52,54,54,54,,,
93_0,56,57,57,57,57,57,57,56,57,57,57,57,57,57,57,57,57,57,57,57,58,61,62,63,56,55,55,,,
93_1,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,47,50,52,52,47,47,47,,,
94_0,72,72,72,72,72,72,72,71,72,72,72,72,71,72,73,73,73,73,73,73,73,77,79,81,71,71,70,,,
94_1,53,52,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,57,59,59,55,55,56,,,
95_0,63,63,63,64,64,63,64,63,63,63,63,63,63,63,63,64,63,63,63,63,64,66,68,68,61,59,59,,,
95_1,50,50,50,50,51,50,50,50,50,50,50,50,50,50,50,51,50,51,50,51,51,53,56,56,50,49,50,,,
96_0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,64,66,67,68,61,59,60,,,
96_1,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,50,51,52,48,48,48,,,
97_0,61,61,61,61,66,67,62,62,61,62,61,64,66,62,60,60,59,59,63,67,64,59,59,58,58,59,59,,,
97_1,70,71,71,72,77,77,73,72,71,72,72,75,77,72,70,70,70,69,74,77,74,69,71,71,64,65,65,,,
98_0,52,52,52,52,56,56,52,52,52,52,52,54,56,53,52,51,52,52,55,57,58,54,54,54,56,56,57,,,
98_1,41,41,41,42,45,45,42,42,42,42,42,44,45,42,41,41,42,42,44,45,46,44,46,47,48,49,49,,,
99_0,68,68,68,68,77,77,71,69,69,70,70,73,76,71,68,67,67,66,71,78,75,66,64,64,63,63,64,,,
99_1,51,52,52,52,56,57,53,52,53,54,54,56,57,53,51,51,52,51,55,58,55,50,51,52,52,52,53,,,
100_0,84,84,84,84,74,83,85,82,85,85,84,87,75,85,86,86,86,86,87,76,85,86,86,84,73,74,74,,,
100_1,47,47,48,48,45,48,48,47,48,47,48,48,45,48,48,48,48,48,49,45,49,50,51,51,51,52,52,,,
101_0,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,62,61,61,61,62,66,67,67,59,58,58,,,
101_1,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,50,50,50,50,52,59,60,62,50,50,50,,,
102_0,79,80,80,80,80,80,80,79,80,80,80,80,79,80,80,80,80,80,80,80,81,83,84,86,77,76,74,,,
102_1,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,65,65,66,66,68,69,70,64,65,62,,,
103_0,74,75,74,75,75,75,75,75,74,76,75,77,75,75,74,74,74,74,75,77,72,74,76,76,63,61,61,,,
103_1,50,51,50,51,50,51,51,51,51,52,51,52,51,51,50,50,51,50,51,52,49,54,55,55,50,50,50,,,
104_0,80,80,80,80,80,80,80,79,80,80,80,81,81,81,81,81,81,81,81,81,81,85,86,86,76,78,79,,,
104_1,56,57,57,57,56,56,57,57,57,57,57,57,57,57,57,57,58,57,57,57,58,63,64,65,60,61,61,,,
105_0,77,77,78,77,78,77,77,77,78,77,78,78,78,78,78,77,78,77,78,77,78,83,84,85,67,64,64,,,
105_1,69,69,70,69,70,69,69,69,69,69,70,70,69,70,70,69,70,69,70,70,70,78,80,81,62,60,61,,,
106_0,68,68,69,68,69,66,69,68,66,68,43,43,41,43,41,42,43,44,44,40,40,46,49,48,48,60,61,,,
106_1,54,53,55,54,54,53,54,55,54,54,34,35,39,34,34,35,35,36,37,33,33,40,42,42,41,52,52,,,
107_0,72,72,72,72,72,72,72,72,72,72,72,71,71,71,71,72,72,71,72,72,72,76,79,79,66,65,65,,,
107_1,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,58,60,60,53,53,53,,,
108_0,79,79,79,79,79,79,79,79,79,79,79,79,79,79,80,80,80,80,79,80,80,85,87,87,70,69,70,,,
108_1,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,55,54,54,55,55,59,61,61,54,54,56,,,
109_0,67,67,67,67,67,67,67,67,67,67,67,67,66,67,67,67,67,67,67,67,68,71,74,73,65,65,66,,,
109_1,48,48,48,48,48,48,48,48,49,48,48,48,48,48,48,48,48,48,48,48,50,54,55,55,50,51,53,,,
110_0,69,70,69,69,69,69,69,69,69,69,69,69,69,70,69,70,70,70,70,70,71,74,77,77,63,63,63,,,
110_1,56,56,57,56,56,56,56,55,56,56,56,56,56,56,56,57,57,57,57,56,58,62,67,68,52,54,54,,,
111_0,40,40,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,45,48,49,53,54,55,,,
111_1,35,34,33,32,33,33,33,33,33,33,33,33,33,33,33,34,33,34,33,33,35,38,41,42,45,46,47,,,
112_0,51,49,50,51,51,50,50,49,50,50,50,50,49,50,50,51,50,50,50,51,51,54,56,57,57,59,60,,,
112_1,43,42,42,42,42,43,42,43,43,43,42,43,42,43,42,43,43,43,43,43,43,46,49,50,51,54,55,,,
113_0,75,66,65,66,63,65,65,64,67,64,64,66,65,63,68,64,64,66,65,63,63,64,69,69,64,63,62,,,
113_1,58,51,52,52,50,50,52,51,52,49,50,53,52,51,54,51,50,52,50,49,49,51,57,58,53,52,51,,,
