Series ID,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25
441_0,76,76,76,76,76,76,76,76,75,76,75,76,76,76,76,76,76,76,76,76,76,80,81,81,70,70,72,,,
441_1,55,54,55,55,55,55,55,55,54,55,55,55,55,55,55,55,55,55,55,55,55,60,60,60,55,56,60,,,
442_0,60,60,60,60,59,59,60,60,60,60,60,60,60,61,60,60,61,60,59,59,60,62,63,62,59,64,66,,,
442_1,48,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,48,48,48,49,51,52,52,51,57,59,,,
443_0,66,66,66,66,65,66,66,66,66,66,66,66,66,66,66,66,66,66,65,65,65,67,67,65,65,68,70,,,
443_1,56,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,55,56,55,57,58,56,56,59,62,,,
444_0,58,58,58,58,58,58,58,58,58,58,59,58,59,59,59,59,59,59,57,58,58,62,62,62,61,65,68,,,
444_1,48,48,49,49,48,48,49,49,49,49,49,49,49,49,49,49,49,49,48,48,49,53,53,53,54,58,61,,,
445_0,83,83,84,84,83,84,84,84,84,84,84,84,84,85,85,85,84,88,84,82,84,88,88,87,77,82,85,,,
445_1,47,47,48,48,47,48,48,48,48,48,48,48,48,49,49,48,48,50,49,48,49,51,52,52,53,58,62,,,
446_0,43,39,40,39,43,40,40,40,44,44,39,39,40,42,39,40,40,44,40,40,41,47,43,44,52,57,61,,,
446_1,39,39,38,38,40,39,36,37,40,39,36,36,37,39,37,37,37,40,37,37,38,43,41,42,47,54,58,,,
447_0,73,63,63,61,73,68,62,63,72,73,60,61,61,68,59,60,61,72,63,61,62,75,61,60,62,65,68,,,
447_1,55,49,49,48,54,50,48,49,55,56,47,47,47,51,47,47,49,54,48,48,49,57,48,49,52,56,59,,,
448_0,72,69,70,68,71,71,69,68,67,71,67,67,67,72,66,66,67,71,69,68,68,73,68,68,67,71,73,,,
448_1,87,85,87,86,86,87,85,85,76,87,85,85,85,88,84,84,85,88,86,86,85,81,87,90,75,80,82,,,
449_0,69,60,59,59,70,65,60,59,70,69,58,57,58,66,57,57,57,70,60,58,60,74,60,59,63,67,71,,,
449_1,51,44,44,44,50,46,45,45,51,50,44,43,44,48,43,43,44,51,44,44,46,55,46,47,50,55,59,,,
450_0,86,87,87,86,85,85,85,85,85,86,85,86,86,86,86,86,87,86,87,86,86,87,88,87,73,76,79,,,
450_1,52,52,52,51,51,51,51,51,51,52,51,52,52,52,51,52,52,51,52,52,51,53,54,54,54,58,60,,,
451_0,81,81,81,79,82,81,81,80,82,83,80,80,80,82,82,82,81,82,83,83,83,86,86,87,70,70,67,,,
451_1,50,50,51,50,50,50,50,50,51,52,50,49,50,51,50,51,50,50,52,51,53,56,56,57,52,52,49,,,
452_0,62,62,62,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,62,62,62,62,62,62,65,67,70,,,
452_1,49,49,49,48,48,48,48,48,49,48,48,49,49,49,49,49,49,49,49,49,50,50,51,51,54,56,58,,,
453_0,76,77,78,77,75,77,76,75,77,77,75,76,77,77,77,78,76,77,78,77,77,79,79,79,72,74,77,,,
453_1,62,62,63,63,62,61,63,61,63,63,61,62,62,63,64,64,63,63,63,64,64,66,68,68,62,65,68,,,
454_0,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44,44,47,48,49,58,61,65,,,
454_1,35,36,36,36,37,37,37,37,37,38,38,38,38,38,38,38,38,38,38,38,38,42,43,44,50,55,57,,,
455_0,77,77,76,76,77,77,76,76,76,76,76,77,76,77,77,76,76,77,76,76,77,78,75,75,68,69,70,,,
455_1,69,69,68,68,69,69,68,69,68,68,69,69,69,69,69,68,68,69,69,68,69,70,68,69,62,63,66,,,
456_0,72,72,74,73,75,73,73,72,72,73,73,74,71,72,74,73,73,74,74,73,74,73,71,71,68,69,71,,,
456_1,55,56,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,56,56,57,55,57,57,57,61,,,
457_0,82,82,81,81,81,82,81,81,81,82,82,82,81,82,82,82,82,82,82,82,82,84,81,82,72,72,73,,,
457_1,71,72,70,71,71,72,71,72,71,72,72,72,71,72,72,72,72,72,72,72,72,74,72,74,62,63,65,,,
458_0,83,83,82,83,82,83,83,80,83,82,83,83,81,84,83,83,83,84,84,83,84,87,83,83,71,71,73,,,
458_1,57,58,58,58,59,59,57,57,58,60,57,58,58,59,59,58,58,60,59,58,61,62,63,61,58,58,62,,,
459_0,85,86,86,87,86,86,86,87,87,87,86,87,87,87,87,87,85,86,86,86,86,87,87,87,75,75,77,,,
459_1,57,58,58,58,58,58,58,58,58,59,58,58,59,58,59,59,58,58,58,58,58,59,60,60,58,58,61,,,
460_0,73,74,74,74,74,74,74,74,74,74,74,74,74,74,75,75,73,74,74,74,74,74,74,73,69,69,70,,,
460_1,59,60,59,60,60,60,60,60,60,60,60,60,61,60,61,61,60,60,60,60,60,61,61,61,59,60,62,,,
461_0,46,47,47,47,47,47,47,47,47,47,47,48,48,48,48,50,52,53,54,47,48,51,53,54,61,62,64,,,
461_1,41,42,42,42,42,42,42,42,42,42,42,43,43,43,43,47,47,48,48,43,44,47,49,50,54,57,58,,,
462_0,78,78,77,77,78,78,77,76,79,78,77,78,76,77,77,78,78,78,79,78,79,81,81,81,71,71,68,,,
462_1,52,51,51,51,51,52,51,51,52,52,51,51,51,51,51,52,52,51,52,52,53,54,55,55,54,54,51,,,
463_0,47,48,49,49,49,50,49,49,49,49,49,50,50,50,50,50,49,49,49,49,50,52,54,55,63,64,67,,,
463_1,42,44,44,44,44,45,43,44,44,44,44,45,45,44,45,45,45,45,44,44,44,47,49,50,55,56,60,,,
464_0,75,74,75,74,74,75,74,74,76,75,74,74,74,75,75,75,75,75,76,76,78,80,81,81,79,79,77,,,
464_1,54,54,55,54,54,55,54,52,55,55,54,54,54,55,55,55,55,55,56,55,56,58,59,60,62,62,61,,,
465_0,85,85,85,85,85,85,84,84,86,86,85,85,84,85,85,85,85,85,86,86,84,87,87,86,76,76,74,,,
465_1,48,48,49,48,48,49,48,48,49,49,48,49,48,48,48,48,48,48,49,49,48,50,51,51,50,50,48,,,
466_0,59,59,59,58,59,59,59,58,60,59,60,59,58,59,59,59,58,59,59,59,60,61,61,60,58,58,56,,,
466_1,53,53,53,52,53,53,53,52,54,53,53,53,52,53,52,53,52,53,53,53,54,55,56,55,52,52,49,,,
