Series ID,Thu Mar 21 2019 19:00:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:05:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:10:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:15:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:20:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:25:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:30:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:35:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:40:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:45:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:50:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 14:55:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:00:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:05:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:10:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:15:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:20:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:25:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:30:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:35:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:40:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:45:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:50:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 15:55:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:00:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:05:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:10:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:15:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:20:00 GMT-0500 (Central Daylight Time),Thu Mar 21 2019 16:25:00 GMT-0500 (Central Daylight Time)
11_5,8750,8890,8960,8890,8890,8890,8890,8890,8890,8890,8890,8960,8890,8960,8890,8960,8960,8960,8890,8960,8960,9450,9800,9870,8680,8680,8680,,,
11_6,8890,8960,8890,8890,8890,8890,8890,8890,8890,8890,8890,8960,8890,8890,8890,8890,8890,8890,8890,8960,8960,9590,9800,9800,8680,8680,8680,,,
11_7,8680,8750,8750,8750,8890,8890,8890,8750,8750,8750,8750,8890,8890,8890,8890,8890,8890,8890,8750,8890,8890,9380,9660,9800,8750,8680,8540,,,
11_8,8890,8890,8750,8750,8890,8890,8890,8890,8750,8890,8750,8890,8750,8890,8750,8890,8890,8890,8750,8890,8890,9450,9800,9800,8680,8680,8540,,,
11_9,100.3125,100.3125,100.3125,100,100.9375,100,100.3125,98.75,100.3125,100.9375,100.625,100.625,100,100.625,100.3125,100.3125,100.625,100.625,100.3125,100.9375,101.5625,100.9375,101.25,101.875,79.0625,78.75,79.0625,,,
12_0,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,37,39,40,40,43,43,,,
12_1,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,27,28,27,29,33,36,36,36,39,39,,,
12_2,16,16,16,16,16,17,16,16,16,16,16,16,16,16,16,17,16,17,17,17,19,24,27,27,29,31,31,,,
12_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12_5,11760,11760,11760,11690,11760,11830,11970,11690,11690,11690,11830,11830,11830,11970,11830,11970,11830,11830,11970,11970,12250,13440,14420,14560,14770,15400,15260,,,
12_6,11690,11690,11690,11690,11690,11830,11830,11690,11690,11690,11830,11830,11830,11970,11830,11830,11830,11830,11830,11830,12390,13300,14350,14420,14630,15260,15190,,,
12_7,11690,11690,11690,11690,11690,11830,11830,11550,11690,11690,11830,11830,11830,11830,11830,11830,11830,11830,11830,11830,12390,13300,14420,14420,14630,15190,15190,,,
12_8,11760,11690,11760,11760,11760,11760,11830,11760,11690,11690,11830,11830,11830,11830,11760,11830,11830,11830,11830,11830,12250,13300,14210,14420,14630,15190,15190,,,
12_9,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.625,40.9375,40.9375,40.9375,40.9375,40.9375,,,
13_0,60,61,61,61,60,60,60,60,61,61,60,60,59,60,60,61,61,61,61,60,61,63,64,65,54,54,55,,,
13_1,53,53,53,53,53,52,53,53,52,53,53,53,53,53,53,54,53,53,53,53,54,56,58,59,50,50,51,,,
13_2,16,16,16,16,16,17,16,16,16,16,16,16,16,17,16,17,16,17,17,17,19,24,27,27,29,31,31,,,
13_3,0.484583,0.484583,0.484167,0.486667,0.486528,0.489028,0.493056,0.493056,0.495139,0.491111,0.494028,0.491806,0.48625,0.48875,0.490833,0.490139,0.487778,0.485833,0.492222,0.489167,0.488056,0.488056,0.488194,0.484722,0.480972,0.479306,0.475278,,,
13_4,54.30101923838506,41.018613085436776,40.999854096754696,41.02069741751256,40.99829084769786,41.012360089209416,41.00089626279259,40.99516434958418,40.99724868165997,41.01757091939888,41.01131792317152,41.01027575713363,40.996727598641016,41.0144444212852,41.018613085436776,41.024344998645184,41.01079684015258,41.02590824770203,41.01079684015258,40.999854096754696,40.99308001750839,41.00975467411468,41.00975467411468,40.9920378514705,40.99568543260313,40.991516768451554,41.018613085436776,,,
13_5,11690,11760,11690,11690,11690,11970,11970,11690,11690,11760,11830,11830,11830,11830,11830,11970,11970,11830,11970,11970,12250,13440,14420,14630,14770,15260,15260,,,
13_6,11690,11690,11690,11690,11690,11830,11830,11690,11690,11690,11830,11830,11830,11830,11830,11830,11830,11970,11830,11830,12250,13300,14350,13860,14770,15260,15190,,,
13_7,11690,11690,11550,11690,11690,11830,11830,11690,11690,11690,11830,11830,11830,11830,11970,11830,11830,11830,11970,11830,12390,13510,14420,14630,14630,15190,15190,,,
13_8,11760,11690,11690,11760,11760,11760,11830,11690,11760,11760,11830,11830,11830,11830,11830,11830,11830,11830,11830,11830,12250,13300,14350,13860,14630,15190,15190,,,
13_9,101.5625,100.3125,93.125,92.1875,101.25,100.3125,101.25,87.5,100.9375,99.375,98.4375,99.375,87.8125,96.875,99.375,100.625,101.5625,101.25,94.0625,100.9375,100.3125,101.5625,100.3125,100.9375,70,73.75,75.9375,,,
14_0,57,57,57,57,57,57,57,56,56,57,57,58,56,56,57,56,55,56,56,57,54,56,56,56,56,59,60,,,
14_1,57,56,56,57,57,56,57,56,56,57,57,58,56,55,57,56,55,55,56,57,53,57,58,58,57,60,62,,,
14_2,16,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,20,24,27,28,28,32,32,,,
14_3,0.500417,0.500556,0.500972,0.500972,0.500833,0.50125,0.500556,0.501111,0.500833,0.500139,0.500694,0.500417,0.500556,0.500556,0.500417,0.499861,0.499722,0.500833,0.50125,0.50125,0.50125,0.50125,0.501111,0.500417,0.5,0.500139,0.500278,,,
14_4,47.43262396565021,46.87141755424474,46.87819163349105,47.44669320716177,47.44669320716177,46.8641223919795,46.86464347499844,46.99804072784876,46.99804072784876,46.91049878066574,46.9235258561394,46.913104195760475,46.91466744481731,46.92300477312046,46.92300477312046,46.91466744481731,46.90216145236259,46.89695062217312,46.96625466369303,46.96990224482565,46.968860078787756,46.9693811618067,46.9693811618067,47.00116722596244,47.01158888634137,46.97302874293933,46.97302874293933,,,
14_5,11060,10010,10290,10080,10220,10290,10220,10290,10220,10290,10220,10710,10220,10290,10850,10290,10850,10430,10850,10850,10500,12460,13510,14350,8540,8750,8960,,,
14_6,11060,9870,10220,10080,10220,10220,10290,10220,10220,10290,10290,10640,10290,10290,11690,10220,10850,10430,10850,11130,10500,12460,13650,14210,8540,8750,8960,,,
14_7,11060,9870,10220,10010,10220,10220,10290,10290,10220,10290,10290,10710,10220,10290,10920,10220,10710,10500,10850,10850,10500,12390,13650,14350,8540,8680,8960,,,
14_8,10920,10010,10220,9870,10220,10220,10220,10290,10220,10290,10220,10710,10220,10430,11690,10220,10850,10430,10850,11130,10500,12460,13650,14210,8540,8680,8960,,,
14_9,99.6875,97.8125,96.875,97.5,96.5625,94.0625,97.5,83.125,97.8125,98.75,100,99.375,92.5,94.0625,94.6875,94.0625,93.75,93.75,96.875,98.4375,85.9375,86.25,86.5625,86.25,60.3125,60.625,61.5625,,,
15_0,77,81,82,81,70,78,81,80,70,78,80,81,81,77,81,81,80,75,79,81,81,76,81,79,74,76,77,,,
15_1,52,53,53,53,48,52,53,53,48,52,53,54,53,52,54,53,52,52,53,53,53,53,55,55,55,57,57,,,
15_2,16,16,16,17,17,17,17,16,16,17,16,17,17,17,17,17,17,17,17,17,20,24,27,28,28,32,32,,,
15_3,0.499444,0.500139,0.500556,0.500278,0.500417,0.499167,0.499167,0.499583,0.498333,0.500139,0.500972,0.500694,0.500417,0.500417,0.500694,0.500833,0.500556,0.500278,0.5,0.500278,0.500278,0.501111,0.501667,0.500417,0.500833,0.500833,0.500278,,,
15_4,44.094045063259486,44.094045063259486,44.0763282406153,44.11905704816892,57.375930133188824,64.15417804364591,64.15053046251329,64.19951226629426,70.8584321654126,70.91366696542093,69.85951601809201,69.9991662671697,69.9991662671697,70.70054401067179,69.78812764449633,70.00906684452968,69.99760301811284,71.02569981449444,69.99551868603706,70.05961189736749,70.05961189736749,70.96056443712612,70.96056443712612,69.91839839923297,69.90120265960772,69.9355941388582,69.90485024074036,,,
15_5,11060,10010,10220,10080,10290,10290,10220,10220,10220,10430,10220,10640,10220,10290,11270,10290,10640,10430,10850,11060,10500,12460,13510,14560,8540,8750,8890,,,
15_6,10920,9870,10220,10080,10220,10220,10220,10220,10220,10290,10220,10640,10220,10290,11060,10290,10850,10430,10850,10920,10500,12460,13510,14420,8540,8750,8890,,,
15_7,11060,10010,10220,10080,10220,10220,10290,10220,10220,10290,10220,10640,10220,10290,11340,10290,10640,10430,10850,12180,10500,12460,13650,14420,8540,8680,8890,,,
15_8,10920,9800,10220,10080,10220,10290,10220,10220,10220,10290,10220,10640,10220,10290,10920,10220,10710,10430,10850,10850,10500,12460,13650,14420,8540,8680,8890,,,
15_9,95.9375,100.3125,98.4375,98.75,93.75,98.75,98.4375,96.875,74.6875,101.25,94.0625,97.8125,95.625,95.9375,98.75,100.3125,98.75,93.4375,98.4375,102.1875,98.4375,93.75,101.875,96.875,68.4375,68.75,65.625,,,
16_0,68,66,67,66,68,67,66,66,66,66,66,66,66,66,67,66,67,66,68,67,67,71,73,74,62,62,63,,,
16_1,52,52,53,53,54,53,52,52,53,52,53,53,53,53,53,53,54,53,53,53,53,58,60,61,52,54,55,,,
16_2,16,16,16,16,17,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,19,23,27,28,27,31,32,,,
16_3,0.480833,0.480694,0.481806,0.483611,0.484028,0.481389,0.484167,0.484167,0.48125,0.480417,0.479861,0.483889,0.487361,0.487361,0.484306,0.485278,0.483611,0.481528,0.481389,0.48125,0.480972,0.480972,0.480972,0.482639,0.479306,0.475417,0.4775,,,
16_4,39.81074264751861,39.81126373053755,39.81282697959439,39.80865831544282,39.8117848135565,39.812305896575445,39.81074264751861,39.82376972299227,39.82376972299227,39.8117848135565,39.81386914563229,39.812305896575445,39.81699564374597,39.81699564374597,39.81074264751861,39.81439022865123,39.812305896575445,39.81595347770807,39.81595347770807,39.81074264751861,39.80970048148071,39.80970048148071,39.81074264751861,39.81386914563229,39.8117848135565,39.82064322487859,39.82064322487859,,,
16_5,8960,8960,8960,8960,9100,9170,8960,8960,9310,9170,8960,9170,9310,9310,8960,9310,9100,9170,9100,9310,9310,9380,9800,9870,8680,8540,8750,,,
16_6,8890,8960,8960,8890,8890,8890,8890,8890,8890,8890,8960,8890,8890,9170,8960,9100,8890,8960,8890,8890,9170,9170,9800,9800,8680,8330,8540,,,
16_7,8890,8960,8960,8890,8960,8960,8960,8960,8960,8960,8890,8890,8960,9170,8960,9170,8960,9100,8960,8960,9310,9310,9800,9800,8750,8540,8680,,,
16_8,8890,8890,8890,8890,8890,8890,8890,8960,8890,8960,8890,8890,8890,9100,8890,9100,8890,9100,9100,9170,9170,9310,9660,9800,8680,8470,8680,,,
16_9,102.1875,102.8125,99.375,102.5,100.625,99.0625,101.25,96.875,99.0625,99.375,98.75,100.3125,96.25,99.375,97.8125,98.75,98.75,101.25,99.0625,98.75,99.375,99.6875,98.125,104.0625,65.625,67.1875,68.125,,,
17_0,65,65,65,65,66,65,66,65,65,66,65,66,65,66,66,66,66,66,66,66,66,70,72,74,64,63,64,,,
17_1,53,53,53,53,54,54,55,53,54,53,54,54,54,54,54,55,54,54,54,54,55,58,60,62,55,55,56,,,
17_2,16,16,16,16,16,17,16,16,16,16,16,16,16,16,17,17,17,17,17,17,19,23,27,28,27,31,32,,,
17_3,0.5,0.500278,0.500417,0.500139,0.499861,0.499583,0.499583,0.500417,0.500417,0.499306,0.499861,0.500833,0.501389,0.50125,0.500833,0.500278,0.499583,0.5,0.500278,0.500139,0.499861,0.500139,0.500278,0.500139,0.500139,0.500694,0.500694,,,
17_4,6.457781853804949,6.502594993434354,6.358776080205098,6.505721491548034,6.650061487796236,6.511974487775393,6.476540842487026,6.483836004752277,6.507284740604874,6.494778748150156,6.478104091543865,6.4833149217333315,6.361381495299832,6.680805385914084,6.680805385914084,6.498426329282782,6.498426329282782,6.504158242491194,6.56720928778373,6.5646038726889975,6.5646038726889975,6.5646038726889975,6.533338891552202,6.723013110448757,6.522396148154324,6.374408570773497,6.714675782145611,,,
17_5,8960,8960,8960,8960,9100,9310,8960,8960,9310,9170,8960,9170,9310,9310,8960,9310,9100,9170,8960,9170,9380,9310,9870,9870,8750,8680,8750,,,
17_6,8890,8890,8890,8890,8890,8960,8960,8890,8890,8960,8890,8890,8890,9170,8960,9170,8960,8890,8890,8890,9100,9100,9660,9660,8470,8470,8680,,,
17_7,8960,8890,8960,8960,8960,8960,8960,8960,8960,8960,8960,8890,8960,9170,8890,9170,8960,8890,8890,8960,9310,9170,9800,9800,8750,8470,8680,,,
17_8,8890,8890,8890,8890,8890,8960,9170,8960,8960,8960,8890,8890,8890,9170,8890,9100,8890,8960,8890,9100,9100,9100,9660,9800,8680,8540,8680,,,
17_9,90.9375,89.0625,87.5,91.25,93.75,78.4375,88.4375,75.3125,93.125,90.9375,83.4375,94.0625,78.75,78.125,93.4375,86.875,87.5,93.75,90.3125,91.5625,92.5,88.4375,92.1875,81.875,61.875,61.25,58.4375,,,
18_0,63,63,64,63,63,64,64,64,64,64,64,64,63,64,64,64,64,64,64,64,65,67,68,67,61,63,65,,,
18_1,50,50,51,51,51,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,53,55,57,57,52,55,57,,,
18_2,16,16,16,17,17,17,17,16,16,17,16,17,17,17,17,17,17,17,17,17,19,24,29,30,28,32,34,,,
18_3,0.49875,0.498333,0.499306,0.500139,0.499722,0.500139,0.499167,0.499028,0.498333,0.498194,0.498611,0.498333,0.497917,0.498333,0.498611,0.497917,0.498472,0.498333,0.498889,0.498056,0.497778,0.498333,0.49875,0.499028,0.499583,0.498472,0.498472,,,
18_4,26.18963253225504,26.156283219042457,26.165662713383497,26.156283219042457,26.155241053004566,26.153677803947726,26.165662713383497,26.15419888696667,26.154719969985617,26.154719969985617,26.154719969985617,26.154719969985617,26.153156720928777,26.155241053004566,26.172957875648752,26.15732538508035,26.157846468099297,26.17764762281927,26.156283219042457,26.156283219042457,26.154719969985617,26.154719969985617,26.155241053004566,26.15732538508035,26.159409717156137,26.157846468099297,26.157846468099297,,,
18_5,9870,9870,9590,9590,9450,9590,9870,9450,10010,9590,9450,9800,9870,10010,9450,9870,9660,9590,9660,9800,9870,10500,11340,11970,8120,8890,8890,,,
18_6,10010,9590,9450,9450,9450,9590,9660,9590,9380,9450,9590,9590,9870,9450,9590,9800,9870,9450,9450,9800,9660,10500,11340,11970,8120,8890,8890,,,
18_7,9800,9800,9450,9450,9380,9450,9800,9380,10010,9450,9380,9800,9870,10010,9450,9800,9590,9450,9660,9800,9800,10290,11270,11830,8050,8750,8750,,,
18_8,9870,9450,9450,9450,9450,9450,9800,9450,10010,9450,9450,9450,9870,9590,9590,10010,9870,9590,9450,9800,9660,10430,11270,11830,8120,8750,8890,,,
18_9,100.625,100.9375,101.25,100.9375,101.25,101.25,100.9375,101.25,101.25,101.25,101.25,101.25,100.9375,101.25,101.5625,101.25,101.25,100.9375,101.25,101.25,101.875,101.5625,101.875,102.8125,66.5625,69.375,66.25,,,
19_0,70,70,71,70,70,70,70,70,70,70,71,70,71,70,71,71,71,71,71,71,72,75,74,75,67,67,68,,,
19_1,56,56,57,57,56,57,57,56,56,56,58,56,57,56,57,57,57,58,57,57,58,62,61,63,56,56,58,,,
19_2,16,16,16,17,17,17,17,16,16,17,16,17,17,17,17,17,17,17,17,17,19,24,29,30,28,32,34,,,
19_3,0.483056,0.484167,0.483611,0.484722,0.486667,0.485417,0.485694,0.486528,0.485972,0.484028,0.483472,0.483472,0.482222,0.484583,0.483333,0.483056,0.483333,0.480833,0.483611,0.484722,0.484722,0.484722,0.485833,0.486389,0.486389,0.479722,0.478889,,,
19_4,53.099922879713205,53.099922879713205,53.12597703066053,53.097838547637416,53.10148612877004,53.09888071367531,53.11399212122476,53.11399212122476,53.11763970235738,53.099922879713205,53.10044396273214,53.140046272172086,53.10044396273214,53.09940179669425,53.09835963065636,53.103049377826885,53.10044396273214,53.10252829480793,53.11711861933844,53.10200721178899,53.09835963065636,53.09835963065636,53.10461262688372,53.09888071367531,53.10148612877004,53.100965045751096,53.09888071367531,,,
19_5,10010,9450,9590,9590,9590,9590,9660,9450,10080,9450,9450,9590,9870,9590,9800,9870,9870,9590,9870,9800,9800,10500,11340,11970,8260,8890,8890,,,
19_6,10010,9590,9450,9590,9590,9590,9870,9450,10010,9450,9450,9590,9380,9590,9380,9870,10010,9450,9870,9660,9800,10430,11480,11970,8120,8890,8890,,,
19_7,9870,9450,9450,9380,9450,9450,9870,9450,9870,9380,9380,9450,9800,9450,9800,9800,9800,9450,9800,9660,9660,10430,11270,11830,8120,8750,8750,,,
19_8,9870,9450,9450,9450,9450,9450,9870,9450,10010,9450,9380,9590,9380,9450,9380,9800,9870,9590,9870,9660,9800,10430,11340,11970,8120,8890,8890,,,
19_9,100,99.0625,95.9375,96.875,94.6875,100,95.3125,95,95.9375,95.9375,95.625,95.625,94.6875,95.9375,94.6875,94.375,95.9375,99.375,95.9375,100.3125,95.9375,95.3125,95.625,97.8125,63.4375,66.875,67.5,,,
20_0,74,75,74,76,64,75,74,74,76,75,74,77,63,76,77,77,76,77,77,66,74,81,83,85,68,66,69,,,
20_1,62,63,62,64,54,64,63,62,64,64,63,65,54,65,65,65,64,64,64,56,65,69,71,73,59,61,64,,,
20_2,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,24,29,30,28,33,35,,,
20_3,0.5,0.5,0.500278,0.499722,0.492222,0.498889,0.499722,0.499722,0.499861,0.5,0.5,0.500139,0.493472,0.497917,0.499722,0.500417,0.500278,0.499861,0.499444,0.499028,0.488056,0.499444,0.500694,0.499861,0.499861,0.499028,0.499444,,,
20_4,71.87819163349106,71.80888759197116,72.23148592033684,71.78074910894803,78.09262771744795,75.21833378493862,71.84380015424057,71.91987827500678,71.87245972028263,71.87141755424474,71.80315567876274,72.22992267128,78.70802676282386,78.70802676282386,72.50192800717011,72.298184546762,72.2445129958105,72.180940867499,72.20386852033266,77.57623444567189,77.57623444567189,77.57623444567189,72.19917877316215,72.10538382975176,72.0777664297476,72.10069408258124,72.0699501844634,,,
20_5,8540,8540,8680,8680,8260,8260,8540,8470,8540,8540,8540,8680,8330,8750,8750,8890,8890,8960,8680,8330,8470,9450,9800,10290,8120,8890,9100,,,
20_6,8540,8470,8540,8330,8120,8120,8330,8540,8680,8540,8470,8540,8330,8750,8750,8890,8750,8890,8680,8330,8330,8960,10010,10220,8120,8750,9100,,,
20_7,8540,8540,8540,8750,8120,8120,8470,8470,8540,8540,8470,8540,8260,8750,8680,8890,8890,8960,8680,8330,8470,9590,9800,10290,8120,8890,9170,,,
20_8,8470,8540,8540,8330,8120,8260,8540,8540,8680,8540,8750,8680,8330,8890,8750,8890,8750,8890,8750,8330,8470,9170,10080,10290,8050,8890,9100,,,
20_9,94.0625,90.625,95.9375,93.125,72.5,92.5,91.875,90.3125,94.0625,91.25,92.1875,91.875,72.5,99.0625,99.375,96.5625,92.1875,94.0625,97.8125,82.5,96.875,98.75,97.8125,96.875,61.5625,64.6875,65.9375,,,
21_0,69,69,69,69,61,68,69,69,69,69,69,69,62,69,70,70,70,70,70,63,69,72,74,75,67,63,64,,,
21_1,71,72,71,71,62,71,71,70,71,72,71,70,62,73,73,73,73,73,73,63,72,76,80,80,64,62,64,,,
21_2,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,24,29,30,28,33,35,,,
21_3,0.500417,0.499861,0.500972,0.500833,0.500694,0.497639,0.499444,0.499861,0.499722,0.5,0.5,0.5,0.491667,0.497083,0.498611,0.499444,0.499444,0.499167,0.499722,0.498611,0.496528,0.499861,0.500417,0.500139,0.500556,0.499722,0.500417,,,
21_4,71.56606290514206,71.52489734664528,71.47122579569377,71.44152406361383,77.75861350230319,74.42680867915877,71.48216853909166,71.64422535798404,71.38159951643496,71.40296392021177,71.34564478812766,78.26979594388978,78.27396460804135,78.27396460804135,71.93082101840466,71.91883610896889,71.90580903349522,73.44665152052025,71.88288138066157,77.57050253246348,77.57050253246348,77.57050253246348,72.6327198449257,71.87350188632054,71.87454405235842,71.87454405235842,71.94228484482147,,,
21_5,8540,8680,8680,8680,8120,8470,8540,8470,8540,8540,8680,8680,8330,8750,8750,8890,8890,8960,8750,8330,8470,9450,9800,10430,8120,8890,9100,,,
21_6,8470,8470,8540,8680,8120,8050,8470,8540,8680,8540,8330,8470,8260,8750,8750,8890,8750,8540,8680,8330,8330,8750,9660,10290,8050,8750,9100,,,
21_7,8540,8680,8680,8680,8120,8330,8540,8540,8470,8540,8540,8680,8260,8890,8750,8890,8890,8960,8750,8330,8330,9380,9800,10500,8120,8890,9170,,,
21_8,8470,8540,8540,8680,8120,8120,8470,8540,8680,8540,8470,8540,8260,8890,8750,8890,8890,8750,8680,8330,8470,8890,9660,10430,8120,8890,9170,,,
21_9,89.0625,86.25,90.9375,87.8125,69.375,88.125,88.4375,84.6875,89.6875,86.875,85.9375,88.125,69.6875,92.8125,90.9375,90.9375,89.6875,89.6875,92.5,78.125,88.125,88.75,90.3125,90.625,59.0625,60.9375,62.8125,,,
22_0,57,57,58,58,58,57,58,57,58,58,58,58,57,58,58,58,58,58,58,58,59,61,61,61,56,60,63,,,
22_1,46,46,47,47,47,46,47,47,47,47,47,47,46,47,47,47,47,47,47,47,48,51,52,52,48,54,56,,,
22_2,17,17,18,18,18,18,18,17,18,18,17,18,17,18,18,18,18,18,18,18,20,25,29,30,28,33,35,,,
22_3,0.500417,0.500556,0.500694,0.500972,0.501111,0.500833,0.500694,0.500417,0.500139,0.500139,0.500417,0.500556,0.500417,0.500417,0.500694,0.500556,0.500278,0.500139,0.500417,0.500417,0.500417,0.501111,0.501389,0.501389,0.500833,0.498056,0.498194,,,
22_4,28.675719615649168,28.675719615649168,28.673114200554437,28.672593117535488,28.683535860933365,28.68249369489547,28.68249369489547,28.70698459678596,28.68145152885758,28.68093044583863,28.706463513767016,28.706463513767016,28.68249369489547,28.681972611876525,28.68145152885758,28.68145152885758,28.68145152885758,28.680409362819685,28.681972611876525,28.68093044583863,28.68093044583863,28.68093044583863,28.68145152885758,28.68301477791442,28.683535860933365,28.691352106217565,28.68874669112283,,,
22_5,9660,9660,10290,10220,9800,9800,9800,9660,9800,9660,9660,9660,9590,9800,10010,9800,9870,9870,9800,9800,10010,11130,12390,13090,8330,8890,9170,,,
22_6,9660,9800,9590,10290,9870,9800,10010,9450,9870,9800,9870,9800,9590,9800,9870,9800,9800,9870,10010,9800,10010,10920,11760,13090,8330,8890,9170,,,
22_7,9800,9800,10220,10220,9800,9800,9800,9450,9800,9800,9450,9660,9590,9800,9870,9800,9660,9870,9660,9800,10010,11060,12390,13020,8330,8890,9170,,,
22_8,9660,9870,9590,10290,9660,9800,9870,9450,9800,9800,9800,9660,9590,9800,9800,9800,9800,9800,9870,9800,10010,10920,11690,13090,8330,8890,9170,,,
22_9,88.4375,87.8125,88.4375,87.8125,87.8125,88.75,87.8125,87.1875,88.125,88.4375,87.8125,88.125,87.1875,87.8125,87.5,88.125,88.125,88.125,88.4375,88.125,88.125,88.4375,87.8125,88.125,57.1875,57.1875,57.8125,,,
23_0,84,83,83,83,85,84,85,82,85,84,83,84,82,86,85,86,84,83,86,84,84,88,86,86,72,73,75,,,
23_1,58,58,57,57,59,57,58,57,58,58,57,58,57,57,58,59,58,58,58,58,58,61,60,61,57,58,60,,,
23_2,17,17,18,18,18,18,18,17,18,18,17,18,17,18,18,18,18,18,18,18,20,25,29,30,28,33,35,,,
23_3,0.483194,0.484306,0.482222,0.481528,0.480972,0.481667,0.480694,0.480139,0.477917,0.479583,0.480972,0.479583,0.479583,0.479167,0.480417,0.481806,0.484167,0.484444,0.484167,0.484306,0.482361,0.482639,0.482639,0.481806,0.480417,0.476528,0.475972,,,
23_4,46.54886716551682,46.54886716551682,46.54469850136524,46.54574066740314,46.547303916459974,46.54782499947892,46.54574066740314,46.552514746649436,46.552514746649436,46.54782499947892,46.54574066740314,46.54261416928946,46.54365633532735,46.544177418346294,46.54365633532735,46.54365633532735,46.54469850136524,46.58221647872939,46.546261750422076,46.546261750422076,46.54157200325156,46.543135252308396,46.54574066740314,46.54678283344103,46.573358067407305,46.547303916459974,46.54261416928946,,,
23_5,9870,9660,9660,10010,9800,9800,9800,9660,9800,9660,9660,9800,9660,9870,10010,9870,9800,10010,9800,9800,10010,11130,12250,13020,8330,8960,9170,,,
23_6,9590,9590,9870,10430,9800,9800,9800,9450,9800,9800,9450,9870,9590,9660,10010,9800,9800,9870,9800,9870,10010,11270,12040,13300,8470,8890,9170,,,
23_7,9800,9590,9590,10010,9800,9800,9800,9450,9800,9800,9380,9800,9660,9870,10010,9800,9800,9870,9660,9800,10010,11060,12250,13020,8330,8890,9170,,,
23_8,9800,9450,9870,10290,9870,9800,9800,9450,9800,9800,9450,9870,9590,9660,10010,9800,9800,9870,9800,9800,10010,11340,12040,13300,8330,8890,9170,,,
23_9,101.25,97.1875,97.8125,101.25,95.3125,99.375,99.6875,95.9375,97.1875,101.25,97.5,101.25,95.625,96.25,95.625,97.1875,97.1875,99.6875,97.5,97.1875,97.1875,98.125,96.5625,100.3125,64.375,65.9375,65.9375,,,
