Date,Open,High,Low,Close,Adj Close,Volume,
7/7/80,117.459999,118.849998,116.959999,118.290001,118.290001,42540000,
7/8/80,118.290001,119.110001,117.07,117.839996,117.839996,45830000,
7/9/80,117.839996,119.519997,117.099998,117.980003,117.980003,52010000,
7/10/80,117.980003,118.57,116.379997,116.949997,116.949997,43730000,
7/11/80,116.949997,118.379997,116.290001,117.839996,117.839996,38310000,
7/14/80,117.839996,120.370003,117.449997,120.010002,120.010002,45500000,
7/15/80,120.010002,121.559998,118.849998,119.300003,119.300003,60920000,
7/16/80,119.300003,120.870003,118.540001,119.629997,119.629997,49140000,
7/17/80,119.629997,121.839996,119.43,121.440002,121.440002,48850000,
7/18/80,121.440002,123.190002,120.879997,122.040001,122.040001,58040000,
7/21/80,122.040001,123.150002,120.849998,122.510002,122.510002,42750000,
7/22/80,122.510002,123.900002,121.379997,122.190002,122.190002,52230000,
7/23/80,122.190002,123.260002,120.93,121.93,121.93,45890000,
7/24/80,121.93,122.980003,120.830002,121.790001,121.790001,42420000,
7/25/80,121.790001,121.959999,119.940002,120.779999,120.779999,36250000,
7/28/80,120.779999,122.019997,119.779999,121.43,121.43,35330000,
7/29/80,121.43,122.989998,120.760002,122.400002,122.400002,44840000,
7/30/80,122.400002,123.93,121.160004,122.230003,122.230003,58060000,
7/31/80,122.230003,122.339996,119.400002,121.669998,121.669998,54610000,
8/1/80,121.669998,122.379997,120.080002,121.209999,121.209999,46440000,
8/4/80,121.209999,121.629997,119.419998,120.980003,120.980003,41550000,
8/5/80,120.980003,122.089996,119.959999,120.739998,120.739998,45510000,
8/6/80,120.739998,122.010002,119.940002,121.550003,121.550003,45050000,
8/7/80,121.660004,123.839996,121.660004,123.300003,123.300003,61820000,
8/8/80,123.300003,125.230003,122.82,123.610001,123.610001,58860000,
8/11/80,123.610001,125.309998,122.849998,124.779999,124.779999,44690000,
8/12/80,124.779999,125.779999,123.290001,123.790001,123.790001,52050000,
8/13/80,123.790001,124.669998,122.489998,123.279999,123.279999,44350000,
8/14/80,123.279999,125.620003,122.68,125.25,125.25,47700000,
8/15/80,125.25,126.610001,124.57,125.720001,125.720001,47780000,
8/18/80,125.279999,125.279999,122.82,123.389999,123.389999,41890000,
8/19/80,123.389999,124,121.970001,122.599998,122.599998,41930000,
8/20/80,122.599998,124.269997,121.910004,123.769997,123.769997,42560000,
8/21/80,123.769997,125.989998,123.610001,125.459999,125.459999,50770000,
8/22/80,125.459999,127.779999,125.18,126.019997,126.019997,58210000,
8/25/80,126.019997,126.279999,124.650002,125.160004,125.160004,35400000,
8/26/80,125.160004,126.290001,124.010002,124.839996,124.839996,41700000,
8/27/80,124.839996,124.980003,122.93,123.519997,123.519997,44000000,
8/28/80,123.519997,123.910004,121.610001,122.080002,122.080002,39890000,
8/29/80,122.080002,123.010002,121.059998,122.379997,122.379997,33510000,
9/2/80,122.379997,124.360001,121.790001,123.739998,123.739998,35290000,
9/3/80,123.870003,126.43,123.870003,126.120003,126.120003,52370000,
9/4/80,126.120003,127.699997,124.419998,125.419998,125.419998,59030000,
9/5/80,125.419998,126.120003,124.080002,124.879997,124.879997,37990000,
9/8/80,124.879997,125.669998,122.779999,123.309998,123.309998,42050000,
9/9/80,123.309998,124.519997,121.940002,124.07,124.07,44460000,
9/10/80,124.07,125.949997,123.599998,124.809998,124.809998,51430000,
9/11/80,124.809998,126.480003,124.190002,125.660004,125.660004,44770000,
9/12/80,125.660004,126.75,124.720001,125.540001,125.540001,47180000,
9/15/80,125.540001,126.349998,124.089996,125.669998,125.669998,44630000,
9/16/80,125.669998,127.779999,125.150002,126.739998,126.739998,57290000,
9/17/80,126.739998,129.679993,126.370003,128.869995,128.869995,63990000,
9/18/80,128.869995,130.380005,127.629997,128.399994,128.399994,63390000,
9/19/80,128.399994,130.330002,127.57,129.25,129.25,53780000,
9/22/80,129.25,130.990005,127.889999,130.399994,130.399994,53140000,
9/23/80,130.399994,132.169998,128.550003,129.429993,129.429993,64390000,
9/24/80,129.429993,131.339996,128.449997,130.369995,130.369995,56860000,
9/25/80,130.369995,131.529999,128.130005,128.720001,128.720001,49510000,
9/26/80,128.169998,128.169998,125.290001,126.349998,126.349998,49460000,
9/29/80,125.410004,125.410004,122.870003,123.540001,123.540001,46410000,
9/30/80,123.540001,126.089996,123.540001,125.459999,125.459999,40290000,
10/1/80,125.459999,127.879997,124.660004,127.129997,127.129997,48720000,
10/2/80,127.129997,128.820007,126.040001,128.089996,128.089996,46160000,
10/3/80,128.089996,130.440002,127.650002,129.330002,129.330002,47510000,
10/6/80,129.350006,132.380005,129.350006,131.729996,131.729996,50130000,
10/7/80,131.729996,132.880005,130.100006,131,131,50310000,
10/8/80,131,132.779999,130.279999,131.649994,131.649994,46580000,
10/9/80,131.649994,132.649994,130.25,131.039993,131.039993,43980000,
10/10/80,131.039993,132.149994,129.580002,130.289993,130.289993,44040000,
10/13/80,130.289993,132.460007,129.369995,132.029999,132.029999,31360000,
10/14/80,132.029999,133.570007,131.160004,132.020004,132.020004,48830000,
10/15/80,132.020004,134.350006,131.589996,133.699997,133.699997,48260000,
10/16/80,133.699997,135.880005,131.639999,132.220001,132.220001,65450000,
10/17/80,132.220001,133.070007,130.220001,131.520004,131.520004,43920000,
10/20/80,131.520004,133.210007,130.039993,132.610001,132.610001,40910000,
10/21/80,132.610001,134.009995,130.779999,131.839996,131.839996,51220000,
10/22/80,131.839996,132.970001,130.619995,131.919998,131.919998,43060000,
10/23/80,131.919998,132.539993,128.869995,129.529999,129.529999,49200000,
10/24/80,129.529999,130.550003,128.039993,129.850006,129.850006,41050000,
10/27/80,129.850006,129.940002,127.339996,127.879997,127.879997,34430000,
10/28/80,127.879997,128.860001,126.360001,128.050003,128.050003,40300000,
10/29/80,128.050003,129.910004,127.07,127.910004,127.910004,37200000,
10/30/80,127.910004,128.710007,125.779999,126.290001,126.290001,39060000,
10/31/80,126.290001,128.240005,125.290001,127.470001,127.470001,40110000,
11/3/80,127.470001,129.850006,127.230003,129.039993,129.039993,35820000,
11/5/80,130.770004,135.649994,130.770004,131.330002,131.330002,84080000,
11/6/80,131.300003,131.300003,128.229996,128.910004,128.910004,48890000,
11/7/80,128.910004,130.080002,127.739998,129.179993,129.179993,40070000,
11/10/80,129.179993,130.509995,128.190002,129.479996,129.479996,35720000,
11/11/80,129.479996,132.300003,129.479996,131.259995,131.259995,41520000,
11/12/80,131.330002,135.119995,131.330002,134.589996,134.589996,58500000,
11/13/80,134.589996,137.210007,134.119995,136.490005,136.490005,69340000,
11/14/80,136.490005,138.960007,135.119995,137.149994,137.149994,71630000,
11/17/80,137.149994,138.460007,134.899994,137.75,137.75,50260000,
11/18/80,137.910004,140.919998,137.910004,139.699997,139.699997,70380000,
11/19/80,139.699997,141.759995,138.059998,139.059998,139.059998,69230000,
11/20/80,139.059998,141.240005,137.789993,140.399994,140.399994,60180000,
11/21/80,140.399994,141.240005,138.100006,139.110001,139.110001,55950000,
11/24/80,139.110001,139.360001,136.360001,138.309998,138.309998,51120000,
11/25/80,138.309998,140.830002,137.419998,139.330002,139.330002,55840000,
11/26/80,139.330002,141.960007,138.600006,140.169998,140.169998,55340000,
11/28/80,140.169998,141.539993,139,140.520004,140.520004,34240000,
12/1/80,140.520004,140.660004,136.75,137.210007,137.210007,48180000,
12/2/80,137.210007,138.110001,134.369995,136.970001,136.970001,52340000,
12/3/80,136.970001,138.089996,135.429993,136.710007,136.710007,43430000,
12/4/80,136.710007,138.399994,135.089996,136.479996,136.479996,51170000,
12/5/80,136.369995,136.369995,132.910004,134.029999,134.029999,51990000,
12/8/80,133.190002,133.190002,129.710007,130.610001,130.610001,53390000,
12/9/80,130.610001,131.919998,128.770004,130.479996,130.479996,53220000,
12/10/80,130.479996,131.990005,127.940002,128.259995,128.259995,49860000,
12/11/80,128.259995,128.729996,125.32,127.360001,127.360001,60220000,
12/12/80,127.360001,129.979996,127.150002,129.229996,129.229996,39530000,
12/15/80,129.229996,131.330002,128.639999,129.449997,129.449997,39700000,
12/16/80,129.449997,131.220001,128.330002,130.600006,130.600006,41630000,
12/17/80,130.600006,133.589996,130.220001,132.889999,132.889999,50800000,
12/18/80,132.889999,135.899994,131.889999,133,133,69570000,
12/19/80,133,134,131.800003,133.699997,133.699997,50770000,
12/22/80,133.699997,136.679993,132.880005,135.779999,135.779999,51950000,
12/23/80,135.779999,137.479996,134.009995,135.300003,135.300003,55260000,
12/24/80,135.300003,136.550003,134.149994,135.880005,135.880005,29490000,
12/26/80,135.880005,137.020004,135.199997,136.570007,136.570007,16130000,
12/29/80,136.570007,137.509995,134.360001,135.029999,135.029999,36060000,
12/30/80,135.029999,136.509995,134.039993,135.330002,135.330002,39750000,
12/31/80,135.330002,136.759995,134.289993,135.759995,135.759995,41210000,
1/2/81,135.759995,137.100006,134.610001,136.339996,136.339996,28870000,
1/5/81,136.339996,139.240005,135.860001,137.970001,137.970001,58710000,
1/6/81,137.970001,140.320007,135.779999,138.119995,138.119995,67400000,
1/7/81,136.020004,136.020004,132.300003,135.080002,135.080002,92890000,
1/8/81,135.080002,136.100006,131.960007,133.059998,133.059998,55350000,
1/9/81,133.059998,134.759995,131.710007,133.479996,133.479996,50190000,
1/12/81,133.479996,135.880005,132.789993,133.520004,133.520004,48760000,
1/13/81,133.520004,134.270004,131.690002,133.289993,133.289993,40890000,
1/14/81,133.289993,135.25,132.649994,133.470001,133.470001,41390000,
1/15/81,133.470001,135.149994,132.440002,134.220001,134.220001,39640000,
1/16/81,134.220001,135.910004,133.350006,134.770004,134.770004,43260000,
1/19/81,134.770004,135.860001,133.509995,134.369995,134.369995,36470000,
1/20/81,134.369995,135.300003,131.259995,131.649994,131.649994,41750000,
1/21/81,131.649994,132.479996,129.929993,131.360001,131.360001,39190000,
1/22/81,131.360001,132.080002,129.229996,130.259995,130.259995,39880000,
1/23/81,130.259995,131.339996,129,130.229996,130.229996,37220000,
1/26/81,130.229996,131.179993,128.570007,129.839996,129.839996,35380000,
1/27/81,129.839996,131.949997,129.320007,131.119995,131.119995,42260000,
1/28/81,131.119995,132.410004,129.820007,130.339996,130.339996,36690000,
1/29/81,130.339996,131.779999,128.970001,130.240005,130.240005,38170000,
1/30/81,130.240005,131.649994,128.610001,129.550003,129.550003,41160000,
2/2/81,129.479996,129.479996,125.82,126.910004,126.910004,44070000,
2/3/81,126.910004,128.919998,125.889999,128.460007,128.460007,45950000,
2/4/81,128.460007,129.710007,127.290001,128.589996,128.589996,45520000,
2/5/81,128.589996,130.490005,127.989998,129.630005,129.630005,45320000,
2/6/81,129.630005,131.809998,129.029999,130.600006,130.600006,45820000,
2/9/81,130.600006,131.389999,128.610001,129.270004,129.270004,38330000,
2/10/81,129.270004,130.190002,128.050003,129.240005,129.240005,40820000,
2/11/81,129.240005,129.919998,127.599998,128.240005,128.240005,37770000,
2/12/81,128.240005,128.949997,126.779999,127.480003,127.480003,34700000,
2/13/81,127.480003,128.339996,126.040001,126.980003,126.980003,33360000,
2/17/81,126.980003,128.75,126.43,127.809998,127.809998,37940000,
2/18/81,127.809998,129.25,127.089996,128.479996,128.479996,40410000,
2/19/81,128.479996,129.070007,125.980003,126.610001,126.610001,41630000,
2/20/81,126.610001,127.650002,124.660004,126.580002,126.580002,41900000,
2/23/81,126.580002,128.279999,125.690002,127.349998,127.349998,39590000,
2/24/81,127.349998,128.759995,126.489998,127.389999,127.389999,43960000,
2/25/81,127.389999,129.210007,125.769997,128.520004,128.520004,45710000,
2/26/81,128.520004,130.929993,128.020004,130.100006,130.100006,60300000,
2/27/81,130.100006,132.020004,129.350006,131.270004,131.270004,53210000,
3/2/81,131.270004,132.960007,130.149994,132.009995,132.009995,47710000,
3/3/81,132.009995,132.720001,129.660004,130.559998,130.559998,48730000,
3/4/81,130.559998,132.070007,129.570007,130.860001,130.860001,47260000,
3/5/81,130.860001,131.820007,129.25,129.929993,129.929993,45380000,
3/6/81,129.929993,131.179993,128.559998,129.850006,129.850006,43940000,
3/9/81,129.850006,131.940002,129.389999,131.119995,131.119995,46180000,
3/10/81,131.119995,132.639999,129.720001,130.460007,130.460007,56610000,
3/11/81,130.460007,131.199997,128.720001,129.949997,129.949997,47390000,
3/12/81,129.949997,133.559998,129.759995,133.190002,133.190002,54640000,
3/13/81,133.190002,135.529999,132.389999,133.110001,133.110001,68290000,
3/16/81,133.110001,135.350006,132.100006,134.679993,134.679993,49940000,
3/17/81,134.679993,136.089996,132.800003,133.919998,133.919998,65920000,
3/18/81,133.919998,135.660004,132.800003,134.220001,134.220001,55740000,
3/19/81,134.220001,135.369995,132.369995,133.460007,133.460007,62440000,
3/20/81,133.460007,135.289993,132.5,134.080002,134.080002,61980000,
3/23/81,134.080002,136.5,133.410004,135.690002,135.690002,57880000,
3/24/81,135.690002,137.399994,134.100006,134.669998,134.669998,66400000,
3/25/81,134.669998,137.320007,133.919998,137.110001,137.110001,56320000,
3/26/81,137.110001,138.380005,135.289993,136.270004,136.270004,60370000,
3/27/81,136.270004,136.889999,133.910004,134.649994,134.649994,46930000,
3/30/81,134.649994,135.869995,133.509995,134.279999,134.279999,33500000,
3/31/81,134.679993,137.149994,134.679993,136,136,50980000,
4/1/81,136,137.559998,135.039993,136.570007,136.570007,54880000,
4/2/81,136.570007,137.720001,135.160004,136.320007,136.320007,52570000,
4/3/81,136.320007,137.039993,134.669998,135.490005,135.490005,48680000,
4/6/81,135.490005,135.610001,132.910004,133.929993,133.929993,43190000,
4/7/81,133.929993,135.270004,132.960007,133.910004,133.910004,44540000,
4/8/81,133.910004,135.339996,133.259995,134.309998,134.309998,48000000,
4/9/81,134.309998,135.800003,132.589996,134.669998,134.669998,59520000,
4/10/81,134.669998,136.229996,133.179993,134.509995,134.509995,58130000,
4/13/81,134.509995,134.910004,132.240005,133.149994,133.149994,49860000,
4/14/81,133.149994,134.029999,131.580002,132.679993,132.679993,48350000,
4/15/81,132.679993,134.789993,132.199997,134.169998,134.169998,56040000,
4/16/81,134.169998,135.820007,133.429993,134.699997,134.699997,52950000,
4/20/81,134.699997,136.25,133.190002,135.449997,135.449997,51020000,
4/21/81,135.449997,136.380005,133.490005,134.229996,134.229996,60280000,
4/22/81,134.229996,135.539993,132.720001,134.139999,134.139999,60660000,
4/23/81,134.139999,135.899994,132.899994,133.940002,133.940002,64200000,
4/24/81,133.940002,136,132.880005,135.139999,135.139999,60000000,
4/27/81,135.139999,136.559998,134.130005,135.479996,135.479996,51080000,
4/28/81,135.479996,136.089996,133.100006,134.330002,134.330002,58210000,
4/29/81,134.330002,134.690002,131.820007,133.050003,133.050003,53340000,
4/30/81,133.050003,134.440002,131.850006,132.809998,132.809998,47970000,
5/1/81,132.809998,134.169998,131.429993,132.720001,132.720001,48360000,
5/4/81,131.779999,131.779999,129.610001,130.669998,130.669998,40430000,
5/5/81,130.669998,131.330002,128.929993,130.320007,130.320007,49000000,
5/6/81,130.320007,132.380005,130.089996,130.779999,130.779999,47100000,
5/7/81,130.779999,132.410004,130.210007,131.669998,131.669998,42590000,
5/8/81,131.669998,132.690002,130.839996,131.660004,131.660004,41860000,
5/11/81,131.660004,132.229996,129.110001,129.710007,129.710007,37640000,
5/12/81,129.710007,131.169998,128.779999,130.720001,130.720001,40440000,
5/13/81,130.720001,131.960007,129.529999,130.550003,130.550003,42600000,
5/14/81,130.550003,132.149994,129.910004,131.279999,131.279999,42750000,
5/15/81,131.279999,133.210007,130.75,132.169998,132.169998,45460000,
5/18/81,132.169998,133.649994,131.490005,132.539993,132.539993,42510000,
5/19/81,132.539993,133.220001,130.779999,132.089996,132.089996,42220000,
5/20/81,132.089996,133.029999,130.589996,132,132,42370000,
5/21/81,132,133.029999,130.699997,131.75,131.75,46820000,
5/22/81,131.75,132.649994,130.419998,131.330002,131.330002,40710000,
5/26/81,131.330002,133.300003,130.639999,132.770004,132.770004,42760000,
5/27/81,132.770004,134.649994,131.850006,133.770004,133.770004,58730000,
5/28/81,133.770004,134.919998,132,133.449997,133.449997,59500000,
5/29/81,133.449997,134.360001,131.520004,132.589996,132.589996,51580000,
6/1/81,132.589996,134.619995,131.490005,132.410004,132.410004,62170000,
6/2/81,132.410004,132.960007,129.839996,130.619995,130.619995,53930000,
6/3/81,130.619995,131.369995,128.770004,130.710007,130.710007,54700000,
6/4/81,130.710007,132.210007,129.720001,130.960007,130.960007,48940000,
6/5/81,130.960007,132.979996,130.169998,132.220001,132.220001,47180000,
6/8/81,132.220001,133.679993,131.289993,132.240005,132.240005,41580000,
6/9/81,132.240005,133.300003,130.940002,131.970001,131.970001,44600000,
6/10/81,131.970001,133.490005,131.039993,132.320007,132.320007,53200000,
6/11/81,132.320007,134.309998,131.580002,133.75,133.75,59530000,
6/12/81,133.75,135.089996,132.399994,133.490005,133.490005,60790000,
6/15/81,133.490005,135.669998,132.779999,133.610001,133.610001,63350000,
6/16/81,133.610001,134,131.289993,132.149994,132.149994,57780000,
6/17/81,132.149994,133.979996,130.809998,133.320007,133.320007,55470000,
6/18/81,133.320007,133.979996,130.940002,131.639999,131.639999,48400000,
6/19/81,131.639999,133.270004,130.490005,132.270004,132.270004,46430000,
6/22/81,132.270004,133.539993,131.100006,131.949997,131.949997,41790000,
6/23/81,131.949997,133.979996,131.160004,133.350006,133.350006,51840000,
6/24/81,133.350006,133.899994,131.649994,132.660004,132.660004,46650000,
6/25/81,132.660004,134.300003,131.779999,132.809998,132.809998,43920000,
6/26/81,132.809998,133.75,131.710007,132.559998,132.559998,39240000,
6/29/81,132.559998,133.5,131.199997,131.889999,131.889999,37930000,
6/30/81,131.889999,132.669998,130.309998,131.210007,131.210007,41550000,
7/1/81,131.210007,131.690002,129.039993,129.770004,129.770004,49080000,
7/2/81,129.770004,130.479996,127.839996,128.639999,128.639999,45100000,
7/6/81,128.639999,128.990005,126.440002,127.370003,127.370003,44590000,
7/7/81,127.370003,129.600006,126.389999,128.240005,128.240005,53560000,
7/8/81,128.240005,129.570007,126.949997,128.320007,128.320007,46000000,
7/9/81,128.320007,130.080002,127.57,129.300003,129.300003,45510000,
7/10/81,129.300003,130.429993,128.380005,129.369995,129.369995,39950000,
7/13/81,129.369995,130.820007,128.789993,129.639999,129.639999,38100000,
7/14/81,129.639999,130.779999,128.139999,129.649994,129.649994,45230000,
7/15/81,129.649994,131.589996,128.889999,130.229996,130.229996,48950000,
7/16/81,130.229996,131.410004,129.300003,130.339996,130.339996,39010000,
7/17/81,130.339996,131.600006,129.490005,130.759995,130.759995,42780000,
7/20/81,130.600006,130.600006,127.980003,128.720001,128.720001,40240000,
7/21/81,128.720001,129.600006,127.080002,128.339996,128.339996,47280000,
7/22/81,128.339996,129.720001,126.699997,127.129997,127.129997,47500000,
