Series ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
10_0,100.0625,102.0325,104.53999999999999,108.28999999999999,112.7,117.7225,122.72500000000001,129.79250000000002,139.01,148.265,156.38,163.29250000000002,169.45999999999998,175.6975,186.025,196.04,199.335,185.3825,172.9325,160.12,148.58499999999998,153.2525,168.125,180.7075,192.685,205.82750000000001,220.325
11_0,98.78,100.9675,100.9975,99,95.72749999999999,90.515,82.66,83.41499999999999,83.605,90.1575,98.4675,108.52499999999999,125.6475,156.6775,194.4425,212.11750000000004,211.57999999999998,201.53,183.36249999999998,175.42999999999998,165.325,176.27499999999998,192.465,205.445,216.79999999999998,224.1525,242.095
15_0,101.19,106.395,113.8875,120.77,126.26000000000002,131.77,135.85750000000002,142.51999999999998,149.495,155.83,161.3975,167.10250000000002,173.5525,181.005,188.13,194.6325,198.1675,196.45749999999998,194.385,193.41500000000002,190.68,195.8275,202.2325,207.51250000000002,214.70999999999998,223.77499999999998,233.41000000000003
12_0,102.0775,110.205,120.3575,129.7,135.2875,137.84,140.1775,143.38,147.6825,151.55,157.04500000000002,161.6825,170.28000000000003,185.8775,213.37,247.22500000000002,260.5875,247.32500000000002,227.5975,199.8775,181.15250000000003,195.8625,213.8575,224.9425,240.5225,260.56,286.9275
13_0,100.925,104.76249999999999,109.07,114.1425,117.71249999999999,121.28750000000001,123.60249999999999,127.2125,133.7725,142.06250000000003,151.8225,161.92000000000002,173.35000000000002,185.27250000000004,198.035,208.1925,209.76749999999998,196.635,183.0425,175.83749999999998,165.5075,163.895,170.01500000000001,175.81,181.0525,187.63,194.95250000000001
14_0,100.36500000000001,104.0725,108.98249999999999,114.07499999999999,119.3325,124.3375,127.67500000000001,132.025,136.8175,141.64249999999998,145.2575,148.635,152.92000000000002,157.9425,162.8275,166.5875,167.9625,161.935,158.34,156.8175,155.47,157.1775,163.35750000000002,167.8025,174.54749999999999,182.9825,193.245
16_0,99.845,102.6725,107.75,114.7,120.8375,126.10000000000001,130.7275,138.4225,146.305,152.43,159.0725,165.065,171.5525,178.815,185.7775,193.695,198.8175,195.965,194.54250000000002,190.88,185.285,189.505,192.91750000000002,201.345,208.1025,219.6425,229.70250000000001
17_0,100.54,104.70500000000001,109.7475,116.10499999999999,121.05,125.99249999999999,130.815,135.8175,142.9325,149.055,154.01,159.2125,166.3,174.26,181.525,188.4175,191.53500000000003,189.33499999999998,187.145,186.13,182.425,185.47000000000003,190.225,194.42000000000002,202.7475,212.275,225.53750000000002
18_0,102.45249999999999,107.93,114.52,121.8675,127.185,133.6525,138.615,145.3225,150.7625,156.11999999999998,161.72,168.21249999999998,177.365,188.2975,202.4225,224.8925,234.9875,231.43249999999998,228.28499999999997,227.0825,222.275,226.5375,236.65749999999997,243.3025,252.8025,261.77000000000004,270.21750000000003
21_0,98.00750000000001,96.755,95.96,97.3225,98.9375,102.7075,107.52,117.03999999999999,130.3425,148.5025,170.1025,192.57,213.56,235.0875,250.32250000000002,244.985,235.79249999999996,221.665,216.2575,213.4675,208.23,208.91750000000002,219.795,229.01999999999998,239.0975,251.64249999999998,269.02
20_0,100.215,101.905,101.55000000000001,102,101.5,102.30250000000001,102.74,105.45,111.02,118.7425,130.625,148.055,169.2425,200.5275,240.98000000000002,262.83500000000004,265.09,234.3925,216.57999999999998,208.4925,198.9425,203,214.64,218.75,221.99,230.72500000000002,240.8525
19_0,100.73,100.7475,97.56750000000001,97.8775,98.105,101.55999999999999,103.36250000000001,109.14,117.4375,128.07,142.32750000000001,159.275,176.835,196.0225,215.48250000000002,219.49,219.7575,212.7825,207.7475,201.26749999999998,197.43249999999998,195.58999999999997,201.4525,205.20250000000001,211.10000000000002,221.8925,234.13750000000002
22_0,101.0925,104.61,107.495,113.0725,121.53750000000001,131.4225,139.925,148.8025,159.05749999999998,169.775,178.35999999999999,185.555,191.79250000000002,197.685,200.63250000000002,194.995,182.26999999999998,160.255,151.325,144.0075,139.7175,146.81,161.0075,172.26749999999998,182.55,194.6025,209.8425
23_0,99.565,102.79249999999999,107.5625,112.51,116.57999999999998,122.28,127.02,134.90249999999997,148.215,165.14,183.6725,200.84999999999997,217.96,233.75750000000002,247.04999999999998,250.95250000000001,246.22,226.14499999999998,215.1425,207.715,195.89249999999998,202.46,217.7075,227.505,236.9525,251.25500000000002,267.48749999999995
25_0,100.75,103.27749999999999,106.6375,112.35000000000001,117.17,122.155,126.13,131.8425,139.31,146.9675,155.4325,163.2575,172.41750000000002,182.4375,192.89999999999998,201.47500000000002,203.52249999999998,194.29249999999996,189.57999999999998,183.11999999999998,175.64249999999998,179.08999999999997,185.5,191.76999999999998,199.245,210.76,221.30249999999998
24_0,99.91000000000001,103.9725,107.5,113.795,118.555,122.98749999999998,126.7525,132.0475,137.7625,141.835,145.6325,149.7525,154.71,160.96249999999998,171.85,187.065,194.87,189.3625,181,175.6775,173.32500000000002,175.16500000000002,179.47250000000003,181.7225,187.3125,192.79999999999998,197.555
26_0,105.3575,115.97,130.245,142.9475,151.205,157.2575,161.055,164.4975,170.15249999999997,177.0925,187.22,198.83500000000004,215.85999999999999,236.8275,264.435,294.6125,312.995,310.4525,301.4275,290.45500000000004,282.59749999999997,292.7425,309.295,321.955,335.29,351.7875,371.43
33_0,100.22500000000001,102.9325,106.0775,111.8575,117.07,122.585,127.7875,132.8175,138.6875,144.00250000000003,148.7675,153.1325,158.01,165.40750000000003,177.13500000000002,190.94,200.0025,197.39749999999998,192.3775,182.65249999999997,173.92000000000002,174.3125,182.09,187.855,198.05,210.45749999999998,224.2725
34_0,99.8725,103.49249999999999,110.6225,117.2875,121.83000000000001,124.78,128.26749999999998,132.6275,135.81750000000002,139.23250000000002,143.87,151.53250000000003,160.8325,171.7925,185.155,196.5575,205.42999999999998,210.59500000000003,213.595,219.14,226.94,245.015,263.2925,282.66,296.695,303.09499999999997,306.94
27_0,101.0675,107.9075,115.50750000000001,121.9,128.11249999999998,134.4475,141.28,148.7375,155.4625,160.1825,164.7375,170.7025,177.6025,184.9425,191.2525,196.23250000000002,197.98,191.97749999999996,192.36499999999998,190.1425,188.85,194.9325,203.3025,210.59,220.66250000000002,229.21,244.7225
29_0,97.85000000000001,94.17750000000001,92.32,93.81000000000002,94.7525,97.6275,102.13,109.97999999999999,121.1025,137.7975,157.10999999999999,176.69,196.60500000000002,215.8175,233.625,234.29000000000002,228.0275,211.6225,203.295,195.755,188.4325,187.16500000000002,194.76250000000002,201.48250000000002,211.46499999999997,220.025,235.18499999999997
30_0,99.575,100.98,101.3425,102.13749999999999,101.77,102.595,104.03,108.85000000000001,116.3775,127.96749999999999,143.0025,163.3725,186.11,213.02249999999998,243.25500000000002,257.3225,254.36999999999995,236.965,222.52,216.5975,204.8475,200.84750000000003,205.3175,209.985,213.97750000000002,219.73250000000002,227.98999999999998
31_0,101.29,107.7025,116.39249999999998,128.915,135.82,138.15,139.3125,141.30249999999998,144.44,145.55,149.93,157.01999999999998,166.915,180.42999999999998,203.375,230.23000000000002,241.3425,235.195,222.56,213.65250000000003,201.36249999999998,202.125,206.025,209.76749999999998,214.28,220.7925,230.8225
28_0,100.3475,102.9375,105.1725,108.795,112.4525,114.925,117.365,118.52,121.9275,126.17999999999999,134.5575,144.85,162.8025,210.7825,255.83500000000004,270.38,252.03249999999997,189.9025,140.39249999999998,129.0325,114.8075,122.4825,150.805,170.3975,187.99249999999998,205.9225,225.715
32_0,99.4725,100.85000000000001,100.34750000000001,99.19,98.5,99.06750000000001,100.3375,104.89999999999999,113.1225,123.7825,136.3425,152.2525,170.4825,189.41500000000002,206.9325,215.7475,216.6475,211.74249999999998,204.64999999999998,202.91750000000002,197.41250000000002,197.01749999999998,201.1675,204.10250000000002,209.7525,217.7025,229.5625
35_0,100.96499999999999,105.59,110.27499999999999,115.675,120.62,125.89750000000001,129.59,134.3475,140.63,146.15,151.3725,156.795,162.465,167.9025,172.64249999999998,174.29,171.4375,161.6025,156.39999999999998,152.945,146.9775,150.02,155.5575,161.965,168.32,176.71749999999997,187.4975
36_0,100.75,103.24500000000002,108.27250000000001,113.64999999999999,116.71,120.79749999999999,124.07750000000001,129.5825,136.25,141.93,147.40999999999997,152.795,158.5825,164.83999999999997,173.6925,183.4425,192.0675,191.72,192.8525,192.075,188.34249999999997,193.26000000000002,200.86,206.695,217.305,221.7925,230.945
37_0,102.6875,111.5125,121.1625,133.7825,145.215,155.36,164.245,169.63,175.63750000000002,181.20999999999998,189.73000000000002,200.0225,214.3,236.8725,276.385,318.29,333.8025,313.2375,284.5025,263.6625,243.98000000000002,252.005,279.845,300.2,327.4525,363.64000000000004,392.4875
38_0,100.0725,101.95249999999999,103.18,104.6675,104.6825,105.75999999999999,106.8725,109.315,113.5575,118.89999999999999,126.335,136.2625,148.515,164.27249999999998,182.1925,195.10000000000002,199.8925,194.43,188.14499999999998,186.13,181.2125,181.83,187.43,191.30999999999997,196.07750000000001,203.5575,212.6225
39_0,97.42499999999998,95.365,92.99000000000001,92.5775,91.79750000000001,90.98500000000001,91.595,95.505,102.4475,114.1375,130.3825,154.9325,181.765,211.64,233.81,235.625,224.37,203.93,191.9425,183.6225,174.79,172.73499999999999,176.94,185.04250000000002,191.4925,200.7725,215.935
40_0,101.04499999999999,103.97749999999999,106.5825,110.3325,114.0275,118.965,123.3125,129.0275,136.4375,143.0875,148.2225,153.5,158.195,167.01749999999998,178.8675,192.2875,200.145,196.1775,190.1225,181.03750000000002,171.085,173.1125,181.23250000000002,188.1525,200.83999999999997,212.6925,225.4975
41_0,101.9975,108.49,116.3925,124.8425,128.9925,135.10500000000002,139.5075,144.935,151.435,158.2475,165.1875,171.2875,179.7125,189.56,201.3075,211.0275,217.89,221.44250000000002,221.0375,218.2325,218.1275,222.63500000000002,232.6875,242.50250000000003,251.4975,264.7175,278.4075
42_0,100.48,103.27000000000001,107.17,113.495,119.9475,125.95249999999999,130.6325,135.74,141.41250000000002,145.7125,149.3075,153.7175,159.97750000000002,167.935,179.655,193.02,201.0675,195.695,189.0125,183.01000000000002,178.365,181.6825,191.12749999999997,199.37,210.6975,224.455,241.6925
43_0,100.00999999999999,102.4,105.66499999999999,109.3475,111.65,114.225,116.795,122.825,130.55,139.7475,146.89,151.7625,155.51749999999998,160.3625,168.38750000000002,179.02749999999997,188.1925,188.84,187.76,187.56,185.1975,192.945,205.49,219.95,235.485,251.59499999999997,270.005
44_0,101.50750000000001,109.70750000000001,125.1625,145.57,159.10000000000002,171.73999999999998,178.0675,184.26749999999998,188.90250000000003,192.9475,196.5575,199.7175,204.83499999999998,216.6475,240.8875,281.24,315.22249999999997,300.3025,269.305,253.485,238.27749999999997,253.93,279.28999999999996,292.7825,310.485,336.63,368.04499999999996
46_0,99.63,100.99249999999999,101.7925,104,105.4675,107.36500000000001,109.6975,112.845,119.10499999999999,127.515,139.16,151.9275,168.36749999999998,192.015,222.7275,242.96999999999997,245.53750000000002,224.23250000000002,214.20749999999998,209.48499999999999,203.0225,207.6325,215.8075,220.73000000000002,226.29749999999999,235.465,245.325
45_0,99.41749999999999,100.745,101.25999999999999,101.6975,100.26249999999999,103.51249999999999,102.46000000000001,106.8775,112.585,122.71000000000001,134.1575,145.5625,157.465,179.8675,201.725,213.49,216.99500000000003,213.355,209.8225,204.505,202.93,203.3925,208.25,207.27749999999997,212.73499999999999,215.58249999999998,226.10750000000002
47_0,101.1125,105.5925,110.83,117.16,119.685,122.03,127.12,136.08499999999998,144.38750000000002,151.7575,159.20000000000002,167.3675,177.93,197.6325,228.375,260.91999999999996,277.50250000000005,261.745,239.39,226.94,206.91,210.525,228.58,242.46499999999997,265.0425,292.9975,326.225
49_0,101.88750000000002,108.505,117.0525,125.6575,131.1875,136.165,140.4925,146.22750000000002,154.1775,163.38,172.3475,181.9125,193.39,206.98,218.22499999999997,224.92749999999998,225.21249999999998,218.02499999999998,211.7275,204.1925,195.32,195.57750000000001,202.26,208.1325,216.60500000000002,227.7425,241.31
48_0,100.6825,105.67250000000001,111.46,118.24249999999999,124.05250000000001,126.93,128.83999999999997,132.1625,135.41750000000002,137.375,140.19,146.32999999999998,153.19,164.07,176.06,184.39249999999998,191.28750000000002,190.0625,185.8425,186.38000000000002,183.3425,190.5025,192.57500000000002,200.345,203.66750000000002,207.15,208.48749999999998
50_0,103.08500000000001,108.86500000000001,117.32249999999999,130.4375,139.84750000000003,145.335,148.99749999999997,153.745,158.19,164.9525,173.3175,188.175,201.5725,221.47250000000003,245.755,276.9275,300.5725,301.3675,287.73,279.2875,279.96,288.3675,295.3375,308.0975,318.38750000000005,321.02750000000003,328.6975
1_1,570193,588736,599432,603308,604412,608569,612968,619932,624779,627963,633714,642337,648414,659286,666946,675302,680300,687455,698895,714015,722259,730825,736760,736759,737979,741522,739795
0_1,4099156,4154014,4214202,4260229,4296800,4331102,4367935,4404701,4430141,4452173,4467634,4480089,4503491,4530729,4569805,4628981,4672840,4718206,4757938,4785579,4798649,4813946,4827660,4840037,4850858,4860545,4874747
3_1,2383144,2415984,2456303,2494019,2535399,2572109,2601090,2626289,2651860,2678588,2691571,2705927,2724816,2749686,2781097,2821761,2848650,2874554,2896843,2921737,2938640,2949208,2956780,2964800,2975626,2988231,3004279
2_1,3788576,3915740,4065440,4245089,4432499,4586940,4736990,4883342,5023823,5160586,5273477,5396255,5510364,5652404,5839077,6029141,6167681,6280362,6343154,6407002,6465488,6544211,6616124,6706435,6802262,6908642,7016270
4_1,30470736,30974659,31274928,31484435,31696582,32018834,32486010,32987675,33499204,33987977,34479458,34871843,35253159,35574576,35827943,36021202,36250311,36604337,36961229,37327690,37672654,38019006,38347383,38701278,39032444,39296476,39536653
5_1,3387119,3495939,3613734,3724168,3826653,3919972,4018293,4116639,4226018,4326921,4425687,4490406,4528732,4575013,4631888,4720423,4803868,4889730,4972195,5048029,5116411,5186330,5262556,5342311,5440445,5530105,5607154
6_1,3302895,3300712,3309175,3316121,3324144,3336685,3349348,3365352,3386401,3411777,3432835,3458749,3484336,3496094,3506956,3517460,3527270,3545579,3561807,3580171,3591927,3597705,3602470,3600188,3593862,3587685,3588184
8_1,600870,597565,595301,589239,580517,572377,567736,565230,570213,572046,574504,573158,568502,567754,567136,570681,574404,580236,592228,605040,620336,635630,650114,660797,672736,684336,693972
7_1,683080,694925,706378,717545,729734,740977,751487,763335,774990,786373,795699,806169,818003,830803,845150,859268,871749,883874,891730,899712,907884,916868,925114,934805,944107,952698,961939
9_1,13369798,13650553,13927185,14239444,14537875,14853360,15186304,15486559,15759421,16047515,16356966,16689370,17004085,17415318,17842038,18166990,18367842,18527305,18652644,18846461,19097369,19341327,19584927,19897747,20268567,20656589,20984400
10_1,6653005,6817203,6978240,7157165,7328413,7501069,7685099,7863536,8045965,8227303,8377038,8508256,8622793,8769252,8925922,9155813,9349988,9504843,9620846,9712696,9810595,9911171,9981773,10083850,10199533,10313620,10429379
11_1,1136754,1158613,1172838,1187536,1196854,1203755,1211640,1215233,1210300,1213519,1225948,1239613,1251154,1273569,1292729,1309731,1315675,1332213,1346717,1363817,1378323,1392772,1408038,1417710,1426320,1428683,1427538
15_1,2797613,2818401,2836972,2850746,2867373,2880000,2891119,2902872,2917634,2929067,2931997,2934234,2941999,2953635,2964454,2982644,2999212,3016734,3032870,3050223,3063690,3074386,3089876,3105563,3118473,3130869,3145711
12_1,1041316,1071685,1108768,1145140,1177322,1203083,1228520,1252330,1275674,1299430,1319962,1340372,1363380,1391802,1428241,1468669,1505105,1534320,1554439,1570912,1583180,1594673,1610187,1630391,1649324,1680026,1716943
13_1,11568964,11694184,11809579,11912585,12008437,12101997,12185715,12271847,12359020,12434161,12488445,12525556,12556006,12589773,12609903,12643955,12695866,12747038,12796778,12841196,12862298,12878494,12890403,12882438,12862051,12835726,12802023
14_1,5616388,5674547,5739019,5793526,5851459,5906013,5955267,5998880,6044969,6091866,6127760,6155967,6196638,6233007,6278616,6332669,6379599,6424806,6459325,6490029,6515358,6535665,6567484,6593182,6610596,6634007,6666818
16_1,2498722,2532394,2556547,2580513,2601007,2614554,2635292,2660598,2678338,2693681,2702162,2713535,2723004,2734373,2745299,2762931,2783785,2808076,2832704,2858403,2868756,2885316,2892900,2899553,2905789,2907731,2913123
17_1,3722328,3765469,3812206,3849088,3887427,3919535,3952747,3985390,4018053,4049021,4068132,4089875,4117170,4146101,4182742,4219239,4256672,4289878,4317074,4347948,4368505,4383673,4399121,4410415,4422057,4436113,4454189
18_1,4253279,4293003,4316428,4347481,4378779,4398877,4421071,4440344,4460811,4471885,4477875,4497267,4521042,4552238,4576628,4302665,4375581,4435586,4491648,4544871,4574388,4602681,4626795,4648797,4671211,4686157,4684333
21_1,6018470,6028709,6060569,6095241,6141445,6179756,6226058,6271838,6317345,6361104,6397634,6417206,6422565,6412281,6403290,6410084,6431559,6468967,6517613,6564943,6612178,6659627,6711138,6757925,6794002,6823721,6859819
20_1,4867641,4923368,4971889,5023060,5070033,5111986,5157328,5204464,5254509,5311034,5374691,5440389,5496269,5546935,5592379,5627367,5653408,5684965,5730388,5788099,5843115,5891680,5932654,5970245,6000561,6024752,6052177
19_1,1237081,1238508,1242302,1242662,1243480,1249060,1254774,1259127,1266808,1277072,1285692,1295960,1306513,1313688,1318787,1323619,1327040,1330509,1329590,1327568,1327968,1328101,1327975,1328903,1327787,1330232,1335907
22_1,9400446,9479065,9540114,9597737,9676211,9758645,9809051,9847942,9897116,9952450,9991120,10015710,10041152,10055315,10051137,10036081,10001284,9946889,9901591,9876731,9876199,9886610,9899219,9914675,9918170,9933445,9962311
23_1,4440859,4495572,4555954,4610355,4660180,4712827,4763390,4813412,4873481,4933692,4982796,5018935,5053572,5087713,5119598,5163555,5207203,5247018,5281203,5310711,5345967,5377695,5416074,5452649,5483238,5525050,5576606
25_1,5170800,5217101,5271175,5324497,5378247,5431553,5481193,5521765,5561948,5607285,5641142,5674825,5709403,5747741,5790300,5842704,5887612,5923916,5961088,5995681,6010280,6023267,6041142,6058014,6072640,6091176,6113532
24_1,2598733,2623734,2655100,2688992,2722659,2748085,2777004,2804834,2828408,2848353,2852994,2858681,2868312,2889010,2905943,2904978,2928350,2947806,2958774,2970437,2977452,2982963,2987721,2988578,2985297,2985415,2984100
26_1,809680,825770,844761,861306,876553,886254,889865,892431,897507,903773,906961,911667,919630,930009,940102,952692,964706,976415,983982,990507,996866,1003522,1011921,1019931,1028317,1038656,1050493
33_1,6784280,6897214,7042818,7187398,7344674,7500670,7656825,7809121,7949361,8081614,8210122,8326201,8422501,8553152,8705407,8917270,9118037,9309449,9449566,9574247,9662940,9755299,9849812,9941160,10041769,10156689,10273419
34_1,635753,638223,641216,644804,647832,650382,649716,647532,644259,642023,639062,638168,638817,644705,646089,649422,652822,657569,664968,674518,684830,701380,722908,738658,754859,755548,755393
27_1,1595919,1611687,1625590,1639041,1656992,1673740,1686418,1695816,1704764,1713820,1719836,1728292,1738643,1749370,1761497,1772693,1783440,1796378,1812683,1829956,1841641,1854862,1867414,1880920,1893564,1907603,1920076
29_1,1109929,1117784,1129458,1142560,1157561,1174719,1189425,1205940,1222014,1239882,1255517,1269089,1279840,1290121,1298492,1308389,1312540,1315906,1316102,1316700,1318345,1320923,1322622,1328684,1330134,1335015,1342795
30_1,7814676,7880508,7948915,8014306,8083242,8149596,8218808,8287418,8359592,8430621,8492671,8552643,8601402,8634561,8651974,8661679,8677885,8711090,8755602,8803708,8844694,8882095,8913735,8943010,8960001,8978416,9005644
31_1,1555305,1595442,1636453,1682398,1720394,1752326,1774839,1793484,1808082,1821204,1831690,1855309,1877574,1903808,1932274,1962137,1990070,2010662,2036802,2064607,2077744,2083590,2085161,2083207,2082264,2085432,2088070
28_1,1296171,1351367,1411215,1499298,1581578,1666320,1764104,1853191,1934718,2018741,2098399,2173791,2248850,2346222,2432143,2522658,2601072,2653630,2684665,2702797,2718170,2752410,2786547,2831730,2883057,2939254,2998039
32_1,18122510,18246653,18374954,18459470,18524104,18588460,18656546,18755906,18882725,19001780,19082838,19137800,19175939,19171567,19132610,19104631,19132335,19212436,19307066,19405185,19526372,19625409,19712514,19773580,19819347,19836286,19849399
35_1,10945762,11029431,11101140,11152454,11202751,11242827,11277357,11311536,11335454,11363543,11387404,11407889,11434788,11452251,11463320,11481213,11500468,11515391,11528896,11539282,11543332,11546969,11567845,11593741,11606027,11622554,11658609
36_1,3175440,3220517,3252285,3280940,3308208,3340129,3372917,3405194,3437147,3454365,3467100,3489080,3504892,3525233,3548597,3594090,3634349,3668976,3717572,3759529,3785232,3815298,3849840,3875008,3904353,3921207,3930864
37_1,2928507,2991755,3060367,3121264,3184369,3247111,3304310,3352449,3393941,3429708,3467937,3513424,3547376,3569463,3613202,3670883,3722417,3768748,3808600,3837073,3865845,3893920,3919664,3960673,4016537,4085989,4142776
38_1,11982164,12049450,12119724,12166050,12198403,12220464,12227814,12245672,12263805,12284173,12298970,12331031,12374658,12410722,12449990,12510809,12563937,12612285,12666858,12711063,12742811,12768034,12778450,12790341,12791124,12787085,12805537
39_1,1010649,1012581,1015112,1015960,1017002,1020893,1025353,1031155,1040402,1050268,1057142,1065995,1071342,1074579,1067916,1063096,1057315,1055003,1053646,1053169,1052154,1052761,1052784,1054782,1055916,1057566,1059639
40_1,3570404,3620464,3663314,3705397,3748582,3796200,3859696,3919235,3974682,4024223,4064995,4107795,4150297,4210921,4270150,4357847,4444110,4528996,4589872,4635834,4672744,4719009,4765862,4824758,4892423,4959822,5024369
41_1,703669,712801,722159,730790,737925,742213,744223,746058,750412,755844,757972,760020,763729,770396,775493,783033,791623,799124,807067,816227,823338,832576,842513,849455,854036,861542,869666
42_1,4966587,5049742,5137584,5231438,5326936,5416643,5499233,5570045,5638706,5703719,5750789,5795918,5847812,5910809,5991057,6088766,6175727,6247411,6306019,6355882,6396281,6450632,6490795,6540007,6590726,6649404,6715984
43_1,17398005,17759738,18161612,18564062,18958751,19340342,19740317,20157531,20558220,20944499,21319622,21690325,22030931,22394023,22778123,23359580,23831983,24309039,24801761,25241648,25644424,26078327,26479279,26954436,27454880,27904862,28304596
44_1,1779780,1836799,1898404,1960446,2014177,2067976,2119784,2165960,2203482,2244502,2283715,2324815,2360137,2401580,2457719,2525507,2597746,2663029,2723421,2775260,2815430,2854222,2899961,2938671,2984917,3044321,3101833
46_1,6301217,6414307,6509630,6593139,6670693,6750884,6829183,6900918,7000174,7105817,7198362,7286873,7366977,7475575,7577105,7673725,7751000,7833496,7925937,8025206,8107548,8188656,8261689,8316902,8366767,8414380,8470020
45_1,568606,572751,577748,583836,589002,593701,597239,600416,604683,609618,612223,615442,617858,619920,621215,622892,623481,624151,624817,625842,626210,625606,626044,625665,624455,623354,623657
47_1,5025624,5160757,5278842,5375161,5481027,5569753,5674747,5769562,5842564,5910512,5985722,6052349,6104115,6178645,6257305,6370753,6461587,6562231,6667426,6741386,6819155,6890899,6963410,7046931,7152818,7280934,7405743
49_1,4964343,5025398,5084889,5133678,5184836,5229986,5266213,5297672,5332666,5373999,5406835,5445162,5479203,5514026,5546166,5577655,5610775,5640996,5669264,5690403,5705812,5721075,5736673,5751272,5759744,5772917,5795483
48_1,1798735,1806451,1817539,1820421,1823700,1822808,1819113,1815609,1811799,1807021,1801481,1805414,1812295,1816438,1820492,1827912,1834052,1840310,1847775,1854315,1854891,1855360,1852333,1847624,1839767,1828637,1815857
50_1,459260,466251,473081,480283,485160,488167,489451,490787,491780,494300,494657,500017,503453,509106,514157,522667,534876,546043,559851,564376,567602,576608,582341,583334,586102,584910,579315
