Series ID,Q1 1991,Q2 1991,Q3 1991,Q4 1991,Q1 1992,Q2 1992,Q3 1992,Q4 1992,Q1 1993,Q2 1993,Q3 1993,Q4 1993,Q1 1994,Q2 1994,Q3 1994,Q4 1994,Q1 1995,Q2 1995,Q3 1995,Q4 1995,Q1 1996,Q2 1996,Q3 1996,Q4 1996,Q1 1997,Q2 1997,Q3 1997,Q4 1997,Q1 1998,Q2 1998,Q3 1998,Q4 1998,Q1 1999,Q2 1999,Q3 1999,Q4 1999,Q1 2000,Q2 2000,Q3 2000,Q4 2000,Q1 2001,Q2 2001,Q3 2001,Q4 2001,Q1 2002,Q2 2002,Q3 2002,Q4 2002,Q1 2003,Q2 2003,Q3 2003,Q4 2003,Q1 2004,Q2 2004,Q3 2004,Q4 2004,Q1 2005,Q2 2005,Q3 2005,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019
0_26,100.00,104.49,107.08,109.86,112.03,113.55,117.62,120.68,124.80,128.65,131.41,136.12,137.61,144.74,143.18,146.26,148.27,149.58,153.49,153.48,154.39,157.18,159.02,158.44,161.76,160.63,159.93,161.90,163.27,163.89,164.65,166.18,166.53,169.39,172.06,172.63,174.43,175.91,178.63,179.40,185.91,186.02,186.07,190.88,194.71,195.61,200.46,204.56,207.34,213.92,219.17,223.01,226.27,234.38,240.89,245.77,252.62,262.03,267.27,275.82,285.88,290.73,298.39,303.45,307.01,313.21,313.81,317.95,316.17,312.64,311.53,301.47,305.73,300.69,300.31,298.98,296.70,293.24,290.53,281.35,275.64,285.94,282.91,285.90,286.69,289.91,292.49,301.88,307.18,307.84,308.25,313.91,316.21,320.59,326.01,325.01,331.92,332.48,337.18,339.58,344.60,348.71,351.19,362.65,361.82,369.12,376.03,378.75,386.20,390.73,395.71,403.21,401.77,416.33,419.87,422.54
0_27,100.00,101.12,101.55,101.60,106.14,106.66,108.49,110.34,112.15,114.03,116.04,119.81,120.19,120.75,123.01,123.65,125.50,127.80,128.98,130.17,131.69,133.85,135.59,136.66,138.61,140.79,141.58,144.14,146.99,146.72,147.63,153.61,153.93,154.97,156.23,156.72,158.13,159.75,160.88,161.97,162.39,164.51,165.62,166.43,168.41,169.66,171.19,173.55,175.55,176.71,178.26,179.89,182.46,182.33,186.66,188.32,190.11,189.25,192.01,193.64,194.37,196.47,197.06,197.03,198.32,199.27,197.95,196.38,194.07,191.83,190.94,191.07,190.09,192.48,193.23,193.66,189.96,193.37,190.01,187.23,188.40,187.60,189.36,190.04,191.85,194.31,194.64,198.93,201.21,201.65,203.28,207.07,207.25,209.27,211.99,213.85,216.90,219.19,222.81,223.75,222.99,228.72,231.67,233.46,238.30,242.78,245.39,252.42,258.82,259.38,263.33,268.08,267.82,275.49,279.04,278.53
0_28,100.00,99.93,100.01,101.45,103.10,101.33,103.36,103.96,104.10,105.04,105.29,106.26,107.59,108.17,109.44,109.98,110.56,112.65,113.11,113.49,114.19,114.82,115.15,115.54,116.83,116.84,117.97,117.82,117.02,118.32,118.75,119.99,120.84,120.80,122.45,123.62,124.33,126.02,126.11,128.26,131.09,133.59,135.50,138.05,140.60,142.65,146.15,150.00,153.87,157.60,164.74,175.00,187.06,205.14,220.22,230.71,240.63,254.76,258.29,269.66,274.37,271.78,268.52,266.85,264.63,259.44,249.05,235.01,217.82,198.26,181.87,161.66,150.91,142.29,133.95,134.42,132.42,131.25,127.76,124.70,119.37,114.84,113.53,111.49,112.38,120.25,125.69,131.61,139.28,148.09,154.68,161.17,165.10,167.82,172.09,176.58,180.82,184.79,192.20,194.16,199.99,203.92,207.08,212.70,216.16,219.92,227.93,238.85,245.30,255.65,261.08,264.30,271.80,273.61,274.91,274.21
0_29,100.00,98.55,97.29,95.56,95.83,94.24,92.99,93.65,91.45,92.43,92.49,92.91,94.52,93.34,93.34,94.04,92.64,94.82,95.73,95.82,96.56,96.66,98.91,98.38,99.91,101.75,102.41,104.45,106.27,108.61,111.39,113.65,116.21,120.37,122.15,125.68,130.84,134.94,139.09,146.32,149.75,154.56,160.34,163.79,167.19,173.68,180.90,184.99,189.80,194.20,198.20,204.22,209.52,213.27,216.54,223.94,228.57,231.80,236.26,237.87,237.04,236.29,233.90,229.93,232.07,231.01,227.14,221.89,219.11,214.12,209.63,203.63,209.34,204.42,198.55,200.87,195.12,195.72,198.16,194.02,188.52,187.22,188.11,189.88,185.36,187.18,186.81,189.31,191.51,195.84,195.71,195.99,200.02,199.55,203.00,203.36,208.66,208.79,213.14,215.27,214.48,220.06,221.33,224.23,233.53,231.76,235.82,239.63,243.86,246.80,249.72,256.07,254.93,262.48,265.43,269.88
0_30,100.00,99.38,99.10,99.82,101.20,100.54,100.63,101.55,100.58,101.36,101.37,102.06,102.44,102.16,102.30,101.65,101.67,101.55,102.05,101.81,102.10,102.81,102.60,102.87,102.93,103.66,103.98,105.55,106.97,108.20,109.55,110.68,112.66,115.07,117.79,119.99,123.17,126.22,129.16,133.32,137.13,140.18,145.32,149.38,154.02,160.11,166.53,172.83,176.94,183.38,188.81,195.31,202.06,209.13,216.46,224.44,231.83,239.49,248.05,253.65,256.75,259.02,257.35,256.17,257.46,256.65,252.55,250.82,245.51,239.11,233.82,229.42,228.01,222.60,220.47,219.00,220.43,217.29,215.05,213.62,208.80,205.30,203.92,201.37,200.46,200.77,200.93,201.23,202.31,205.65,206.38,206.93,207.73,209.73,210.17,212.31,213.50,212.09,214.63,215.69,216.82,219.65,220.40,222.06,222.44,227.14,230.35,232.03,235.44,236.44,238.37,240.41,242.76,243.72,247.04,251.78
0_31,100.00,100.87,100.80,103.49,106.27,106.22,107.99,110.33,111.77,115.31,118.09,120.40,124.99,126.88,130.69,133.10,133.36,135.63,137.41,136.88,137.33,138.93,138.32,138.02,139.14,140.03,138.77,139.31,139.87,140.27,141.79,143.28,144.13,143.26,144.26,146.11,145.25,145.48,146.14,145.33,148.75,149.38,150.64,150.95,152.99,155.95,158.07,161.07,162.80,165.08,168.30,171.48,174.64,178.64,182.56,185.88,192.77,199.33,207.00,214.40,221.19,228.50,233.41,237.82,241.34,242.70,242.00,239.33,240.99,236.41,233.29,230.09,223.69,223.71,221.15,221.69,221.45,213.27,210.71,209.18,204.23,200.39,201.16,199.67,199.91,203.43,203.77,201.39,205.28,205.83,207.34,205.65,207.51,210.38,209.41,211.77,211.48,212.73,218.92,213.99,217.16,220.97,220.27,224.77,227.23,228.66,231.75,235.65,235.82,238.94,241.52,244.33,249.07,251.12,257.22,257.34
0_32,100.00,98.95,99.06,99.88,101.08,99.98,100.36,101.98,99.89,101.03,100.23,100.24,99.66,99.62,99.13,98.35,98.51,98.54,98.81,98.14,99.60,98.77,98.97,98.93,99.33,100.36,100.48,101.18,102.11,103.99,105.86,107.64,109.25,111.88,114.44,116.92,119.67,121.88,125.12,128.46,131.14,134.47,138.02,141.74,145.84,150.06,154.77,158.34,164.84,167.20,172.17,177.72,182.58,187.27,190.85,196.96,201.16,203.71,210.28,212.58,215.23,216.65,215.26,215.85,215.82,217.77,216.74,216.26,214.98,212.79,211.81,207.39,206.58,204.14,203.56,204.32,204.15,203.34,201.59,202.59,198.53,198.08,197.56,195.48,196.45,196.87,197.20,197.55,199.37,200.63,201.89,202.78,202.44,203.53,204.10,206.34,207.68,208.46,211.27,211.60,213.40,216.87,218.38,222.16,224.29,226.85,232.10,235.01,239.46,242.62,245.31,247.25,250.20,252.48,254.32,257.44
0_33,100.00,100.10,99.75,101.05,102.00,102.07,103.43,104.23,104.00,105.76,106.67,107.88,109.37,111.08,112.79,114.19,115.43,116.19,117.65,119.01,120.71,121.81,123.61,124.21,125.81,127.47,128.11,129.76,130.70,132.03,133.48,135.06,136.50,138.10,139.18,140.97,141.56,143.28,145.09,146.08,147.58,148.49,149.27,149.73,151.38,152.30,153.79,155.06,156.35,157.36,158.44,159.89,161.41,164.94,166.08,169.20,172.43,174.94,178.57,182.60,186.32,188.79,192.22,196.43,198.61,199.45,201.46,200.49,200.14,200.75,196.70,192.00,197.00,193.16,191.21,188.14,185.14,183.77,180.16,181.54,173.36,173.31,173.69,175.32,173.03,173.72,175.21,175.29,180.01,180.93,183.25,184.17,185.23,188.31,188.00,189.88,193.16,196.22,200.13,202.69,205.45,208.04,212.39,215.95,216.63,223.77,226.05,230.64,236.27,239.08,242.59,246.22,250.05,254.26,257.27,262.06
0_34,100.00,99.67,99.19,100.63,102.12,103.21,103.44,105.20,107.09,109.30,112.24,113.86,114.60,117.06,118.16,119.33,121.81,122.23,119.99,123.29,123.17,123.80,126.20,125.95,127.09,127.21,129.21,129.56,128.93,131.93,133.58,136.07,135.08,135.99,136.33,135.87,139.55,139.02,140.29,138.07,143.21,142.91,142.26,147.10,147.06,150.03,152.71,156.33,157.94,159.37,161.86,164.16,166.47,170.18,173.82,176.70,180.01,183.28,186.10,191.23,190.41,197.11,198.35,200.36,203.29,204.78,207.23,206.42,209.48,210.08,211.36,211.46,209.99,214.78,214.60,215.01,221.30,216.14,215.86,223.26,222.76,224.76,228.14,232.10,236.21,242.59,247.33,253.93,256.62,261.24,267.36,267.95,275.50,278.23,286.10,290.81,294.81,294.53,297.02,300.42,300.87,302.13,304.54,304.84,303.30,306.82,308.71,308.93,309.49,311.62,311.01,314.52,321.92,322.80,322.59,324.51
0_35,100.00,100.56,101.10,102.20,104.25,104.80,106.07,107.24,108.05,109.47,111.08,112.50,113.69,115.28,116.22,117.51,118.99,119.65,121.22,122.62,124.15,125.56,126.46,127.42,128.19,129.08,130.18,130.91,132.56,133.50,134.73,136.60,138.45,139.83,141.49,142.75,144.07,145.52,146.91,148.10,149.48,150.88,151.88,153.25,155.17,155.59,157.39,159.03,160.37,161.79,163.08,164.62,166.05,167.21,168.50,169.85,171.20,172.39,172.81,174.17,174.85,174.73,173.98,173.60,173.83,172.40,170.74,168.78,165.53,163.24,160.62,157.02,155.85,156.45,156.42,156.88,156.69,153.95,150.58,150.56,146.73,146.31,147.24,147.63,147.86,150.05,150.82,151.35,152.95,154.57,156.90,157.81,159.94,160.96,162.19,164.77,165.72,167.54,168.85,171.17,173.05,175.23,178.07,180.52,183.33,186.10,188.73,191.83,195.46,197.88,201.43,204.29,208.00,210.38,213.23,216.06
0_36,100.00,100.31,101.06,101.63,102.76,102.40,103.28,104.54,105.81,107.53,109.02,110.73,112.17,113.64,113.58,115.21,115.19,115.85,117.63,118.17,119.27,120.63,121.45,121.84,122.92,123.62,124.43,125.34,126.99,128.85,129.78,132.71,134.17,135.02,137.51,138.30,139.97,141.21,142.36,144.18,145.29,147.00,148.28,149.07,151.42,151.59,152.91,155.26,156.09,157.83,159.45,160.96,162.65,164.92,163.97,167.82,169.60,172.27,175.22,177.68,181.01,183.10,183.78,185.88,191.03,189.46,193.31,194.47,193.27,193.29,192.46,187.86,191.99,193.53,193.54,192.35,192.15,192.78,191.70,191.67,184.98,190.48,186.85,191.06,189.75,191.59,195.37,196.33,199.91,201.95,201.38,200.20,205.47,204.47,207.11,209.73,215.26,215.27,217.98,220.71,218.42,221.40,223.31,224.04,227.58,229.93,231.48,234.79,232.80,238.48,240.38,242.77,247.34,247.59,252.48,255.59
0_37,100.00,101.73,103.71,105.31,108.31,110.11,112.58,115.05,116.71,119.48,122.39,126.07,128.85,132.57,135.25,138.46,142.05,143.75,146.46,148.60,151.23,154.33,156.62,159.26,162.54,163.02,165.15,166.27,166.76,169.20,170.62,171.94,173.60,175.38,176.34,177.23,179.86,179.74,181.20,184.04,186.48,188.66,190.84,192.94,195.63,198.51,201.47,204.48,208.42,212.52,215.26,221.00,226.50,231.97,240.31,248.71,257.46,268.43,283.31,296.34,306.56,316.73,323.41,326.46,334.95,336.90,333.48,329.88,323.96,318.80,310.27,299.92,296.31,284.94,279.65,277.11,270.50,272.61,258.93,252.61,246.81,240.91,243.93,244.27,243.27,248.33,257.66,258.76,270.64,278.35,282.14,288.25,292.86,296.93,302.58,308.43,313.84,322.97,331.77,341.23,351.59,359.60,365.91,377.46,379.92,389.64,397.41,402.98,417.83,419.81,425.03,429.58,435.40,439.75,445.87,451.96
0_38,100.00,99.61,99.85,100.83,101.77,101.82,101.88,102.34,102.37,103.04,103.22,104.09,104.47,104.58,105.08,104.54,103.97,104.92,104.85,104.99,105.23,105.65,106.16,106.00,106.65,106.47,106.80,107.57,107.93,109.01,109.43,110.89,111.93,112.85,114.20,115.25,116.83,118.32,119.39,121.06,123.20,125.32,127.43,129.39,131.93,134.53,137.40,141.19,143.85,146.77,150.56,152.88,157.13,161.98,166.28,171.70,174.49,179.51,185.49,189.28,192.93,194.03,195.93,197.51,199.25,201.04,199.70,199.58,198.22,195.35,193.72,190.43,188.35,187.80,187.44,188.99,189.13,186.48,184.09,184.82,182.02,182.06,181.39,179.38,180.42,181.30,181.99,183.61,185.16,186.93,188.49,189.14,188.73,191.57,192.03,192.91,193.14,195.43,197.02,198.72,200.54,202.32,205.19,206.18,208.52,210.97,214.04,216.96,219.88,222.69,224.51,228.72,231.95,234.00,236.23,239.87
0_39,100.00,97.57,95.85,96.28,96.17,94.47,94.88,95.94,93.42,93.31,92.82,92.41,92.77,93.24,92.76,91.54,92.19,91.79,91.42,91.79,90.93,91.24,91.42,90.35,91.68,91.26,91.11,92.33,93.28,95.18,96.03,97.53,99.79,100.02,103.91,106.07,107.64,112.68,116.44,119.79,123.06,127.72,132.67,138.08,144.35,151.08,158.87,165.43,171.59,178.91,184.36,192.20,201.37,207.29,217.84,220.06,231.06,232.30,236.12,235.76,237.58,237.43,234.61,232.88,227.92,226.03,223.15,220.38,213.54,207.90,199.23,195.05,199.63,188.78,191.16,188.20,184.04,183.51,184.88,182.06,179.44,175.02,172.42,172.28,174.42,173.26,170.84,172.42,173.10,177.11,180.29,177.26,184.51,182.58,185.22,187.86,189.35,189.84,191.92,194.86,194.51,199.14,202.85,206.59,211.26,214.90,216.36,221.22,226.12,231.48,233.96,234.60,238.32,240.22,245.23,248.42
0_40,100.00,100.83,101.38,101.97,102.83,103.35,104.35,105.38,105.37,105.65,107.23,108.08,108.96,110.47,110.46,111.44,113.11,113.88,114.74,114.38,116.98,118.19,118.78,121.91,122.25,122.49,123.45,125.06,126.33,128.07,129.93,131.78,133.27,135.93,137.65,138.90,140.57,142.99,143.81,144.98,146.50,147.61,149.07,149.71,152.25,152.38,153.61,155.76,155.41,157.80,159.25,160.32,163.62,164.89,168.88,170.68,173.30,176.40,180.09,185.68,187.98,191.24,192.64,197.29,198.40,201.13,201.19,199.86,201.24,198.61,195.61,189.25,193.83,190.41,190.09,186.16,185.00,182.11,178.06,178.98,170.84,169.16,170.75,173.59,169.79,174.93,173.90,173.83,177.49,180.81,184.04,182.59,183.32,186.84,190.12,192.33,197.20,200.35,200.02,205.79,209.91,209.94,212.85,218.07,219.03,222.35,228.46,232.15,235.20,240.85,244.60,248.35,253.13,256.01,258.72,262.45
0_41,100.00,102.29,103.34,102.36,107.12,106.28,109.35,111.21,112.86,115.51,117.02,120.18,122.49,123.97,124.89,128.02,125.44,129.84,128.95,131.74,133.35,133.25,136.88,136.94,136.32,139.39,140.88,141.44,145.16,144.70,144.61,145.27,150.18,150.20,151.95,153.41,155.18,157.72,160.13,159.96,162.40,163.85,165.69,168.81,167.97,171.68,171.18,174.32,175.14,177.73,181.97,184.01,185.40,187.47,192.32,193.05,196.55,200.67,200.61,207.40,207.13,210.65,211.96,214.37,216.28,216.77,218.19,220.32,222.00,221.49,221.70,220.58,220.89,221.54,219.21,222.51,221.28,219.14,217.43,215.08,216.73,216.26,217.80,221.72,217.61,221.84,224.87,226.22,227.93,230.13,234.72,237.97,239.46,241.86,241.59,247.10,247.70,249.85,252.51,255.93,262.61,262.01,265.95,268.30,272.90,278.81,279.95,281.97,287.38,291.78,299.54,301.53,305.15,309.48,309.18,315.96
0_42,100.00,100.12,100.18,101.62,102.54,102.06,103.94,104.54,104.76,106.52,107.90,109.50,111.38,112.83,114.41,115.36,117.93,118.71,120.47,122.68,123.72,125.22,127.02,127.85,129.21,130.55,130.89,131.88,133.45,135.16,136.46,137.89,139.78,140.33,141.98,143.56,144.18,145.58,146.19,146.90,148.00,148.61,149.36,151.26,152.16,152.71,154.84,155.16,157.37,158.98,160.59,162.97,164.09,166.68,169.65,171.32,175.24,177.49,180.79,185.10,189.21,191.90,193.97,197.00,199.45,201.73,202.13,200.96,199.57,197.06,194.83,191.32,191.21,188.72,188.44,187.68,185.16,184.80,181.62,180.46,178.28,176.11,180.38,178.69,178.50,180.81,182.60,184.82,187.74,190.54,192.07,194.16,196.49,198.26,200.28,202.45,207.53,208.39,212.28,214.59,218.44,222.53,226.37,230.48,234.26,238.84,244.50,249.17,252.91,256.22,262.76,267.16,273.38,276.06,279.58,284.73
0_43,100.00,100.01,100.13,99.90,101.79,101.55,102.65,103.61,103.97,105.05,106.15,107.49,108.55,109.15,109.63,110.06,110.69,111.20,111.97,112.74,113.44,113.95,114.65,114.86,115.37,116.40,117.02,118.39,120.38,121.71,123.73,125.48,127.32,129.53,131.40,133.95,136.46,138.55,140.98,143.00,144.79,146.46,147.64,148.67,149.81,151.45,152.25,153.54,154.32,154.97,155.87,156.91,158.19,159.65,161.03,162.58,164.64,167.06,169.52,172.33,175.35,177.34,180.11,183.31,186.09,187.67,189.06,189.95,189.31,188.92,189.75,187.38,187.52,187.39,187.45,188.68,188.70,188.88,188.18,184.48,184.21,184.97,185.07,186.54,188.71,190.84,194.44,197.79,200.15,203.98,206.83,211.00,215.65,217.03,221.81,225.31,230.08,233.72,237.09,241.05,244.88,249.02,254.39,258.09,262.39,268.36,272.14,277.13,281.65,284.73,288.18,292.25,295.90,299.37,302.63,305.30
0_44,100.00,100.54,101.79,103.70,106.18,108.60,109.95,114.10,117.69,121.92,127.71,133.33,137.95,144.19,148.46,151.68,155.09,156.62,160.94,163.75,168.12,170.42,173.20,175.22,175.54,177.74,179.01,179.98,182.08,184.35,183.85,186.79,187.41,188.56,189.09,190.55,191.62,192.26,194.01,193.90,195.80,196.56,196.49,197.38,198.37,198.55,199.55,202.40,201.74,204.66,206.20,206.74,210.67,214.32,218.33,223.27,228.32,234.92,244.79,255.52,265.12,275.19,285.87,298.78,308.80,317.59,319.18,315.32,313.12,305.84,296.61,285.64,278.98,268.50,265.64,264.10,257.41,256.76,250.58,249.19,238.77,236.26,239.06,239.02,245.17,251.67,255.33,263.55,269.88,277.52,284.13,285.63,289.74,291.12,292.61,297.66,303.18,306.77,311.77,320.22,326.01,333.18,340.65,346.68,354.65,362.44,372.71,382.38,392.27,402.60,409.85,417.62,426.53,434.99,443.02,451.44
0_45,100.00,99.47,99.17,99.03,100.24,100.66,100.47,101.61,101.53,100.78,100.72,102.01,102.41,101.85,102.42,100.11,98.18,102.27,102.26,98.34,105.71,103.46,101.88,103.00,102.33,101.18,102.92,103.41,105.96,105.76,106.64,109.15,108.05,112.07,115.03,115.19,118.70,120.89,123.97,127.28,128.60,134.71,134.85,138.47,141.77,143.77,147.37,149.34,151.89,154.23,159.73,164.01,169.51,179.24,182.18,188.54,195.35,199.15,204.86,207.54,208.16,213.69,214.01,218.10,215.47,217.49,218.69,216.33,217.80,212.60,210.26,212.76,209.82,212.45,210.72,206.30,208.29,204.69,202.22,202.82,202.68,201.04,198.95,209.05,205.28,201.55,203.99,202.75,208.07,206.52,207.93,210.48,203.14,211.28,210.26,204.43,206.93,215.72,214.53,213.76,211.33,214.69,218.26,218.05,225.94,221.62,223.62,233.25,228.82,233.31,233.65,240.81,242.79,243.80,250.03,250.09
0_46,100.00,99.37,99.00,100.15,101.37,100.14,101.15,101.31,101.13,101.72,102.00,102.32,102.90,103.65,104.27,105.18,105.06,105.17,105.88,105.76,106.70,107.17,107.68,107.91,109.07,109.11,109.69,110.92,110.96,112.42,113.10,114.90,117.17,117.84,119.63,121.78,123.71,126.41,128.82,131.12,134.78,137.74,140.90,143.22,146.26,150.45,153.70,157.30,161.14,165.63,170.42,176.28,181.44,187.59,195.65,203.38,210.99,218.69,226.87,234.36,239.46,242.31,242.81,247.30,248.67,248.53,245.52,239.43,235.54,226.66,221.79,212.94,213.25,213.41,213.61,216.56,211.15,212.35,208.06,206.38,203.03,202.61,203.97,202.48,204.22,206.35,208.51,211.45,211.47,217.01,217.95,216.80,218.28,219.74,221.09,223.81,224.48,224.88,226.20,229.63,232.71,234.31,236.60,238.24,239.92,244.27,247.59,249.52,256.20,255.87,258.68,262.44,265.05,269.41,272.89,274.91
0_47,100.00,100.78,100.72,102.95,103.91,104.51,106.37,107.58,108.45,109.82,111.62,113.43,115.11,117.01,117.91,118.61,120.18,118.83,119.47,120.26,120.88,121.68,122.49,123.07,124.28,125.86,128.47,129.87,132.54,135.38,136.97,139.45,141.11,143.58,145.22,147.64,149.64,150.59,152.39,154.41,156.67,158.05,160.30,161.78,164.28,166.41,167.59,171.19,173.17,175.62,179.24,183.69,189.01,194.60,199.72,207.20,213.68,223.36,234.17,242.29,250.78,258.75,264.30,269.85,276.92,277.74,278.75,276.60,271.31,266.57,259.69,249.41,248.58,239.65,234.79,234.54,233.09,230.08,225.29,219.30,213.11,207.04,204.89,202.60,203.52,208.21,212.01,218.36,222.14,225.93,233.89,232.36,236.13,240.27,244.77,248.69,255.21,261.68,267.29,275.99,282.35,288.65,296.55,304.44,312.89,322.72,329.82,339.47,352.13,357.98,364.78,369.03,374.59,378.72,386.08,394.73
0_48,100.00,99.60,99.88,103.25,103.39,105.90,105.92,107.48,108.05,110.77,113.35,113.67,116.11,117.32,118.85,120.69,123.76,121.73,124.68,126.04,127.21,125.36,129.05,126.10,126.90,129.51,128.54,130.41,129.88,132.72,132.02,134.03,134.36,134.60,136.23,136.48,136.71,137.22,137.97,137.60,140.06,137.74,140.77,142.19,144.61,145.40,146.12,149.19,150.39,153.17,153.80,155.40,159.71,161.19,165.79,169.59,170.23,175.33,178.49,180.19,182.89,184.14,186.12,184.42,190.86,190.08,192.34,191.87,190.48,192.30,188.45,189.02,183.61,189.50,185.73,184.53,184.11,186.96,188.08,186.37,183.09,181.41,183.91,184.96,191.10,188.40,187.37,195.14,191.73,192.26,193.98,192.33,201.31,199.62,202.57,197.88,198.48,203.88,203.61,208.70,204.74,207.48,207.41,208.97,206.72,207.41,209.43,210.39,213.27,214.23,218.19,211.96,226.26,222.83,224.38,226.09
0_49,100.00,101.11,102.72,103.72,105.38,107.90,109.27,111.47,113.59,115.65,118.28,120.69,123.20,125.18,126.29,127.96,129.09,130.33,131.94,133.39,134.25,136.32,136.59,137.50,138.76,139.72,141.36,142.13,143.43,145.28,147.07,149.13,150.78,153.52,155.07,157.34,160.41,162.27,164.44,166.40,168.91,171.30,173.27,175.91,177.66,180.15,183.58,186.26,188.95,191.55,194.51,198.55,202.11,204.64,208.90,212.27,212.97,217.55,220.06,222.32,224.16,224.73,225.42,225.40,225.92,226.63,225.17,223.13,222.39,219.39,216.57,213.75,217.11,212.44,209.19,208.17,205.29,204.59,203.10,203.79,196.02,194.85,195.17,195.24,195.12,194.80,196.42,195.97,198.35,201.97,203.91,204.81,204.81,207.36,208.83,211.53,214.68,215.17,216.62,219.95,223.52,226.07,228.64,232.74,235.84,240.12,243.58,245.70,252.14,257.13,260.45,264.22,268.14,271.47,277.18,280.45
0_50,100.00,103.01,104.35,104.98,106.57,107.91,108.70,112.28,112.73,115.11,118.99,122.46,127.19,128.34,131.84,134.38,136.21,139.62,139.94,143.62,144.62,145.21,146.00,145.51,146.73,149.30,149.54,150.42,152.32,153.27,154.69,154.70,156.15,156.22,159.34,161.05,162.14,164.95,163.80,168.92,168.58,171.21,174.31,179.17,183.75,186.77,189.08,193.10,192.85,200.31,205.39,207.74,214.93,218.88,223.65,228.43,234.64,240.99,249.57,257.82,266.68,271.92,278.13,290.98,294.50,300.89,304.94,301.96,303.99,300.27,299.72,301.49,287.48,291.22,287.95,284.27,281.20,281.75,276.41,277.79,280.53,280.75,281.27,277.29,280.42,286.44,291.64,294.97,286.81,296.13,299.02,299.39,306.58,304.39,306.63,314.79,318.42,313.94,320.08,321.11,320.14,321.66,321.69,320.62,323.41,327.77,328.60,335.01,337.17,338.83,343.19,345.18,344.30,358.34,363.11,365.05
