Series ID,Wed Sep 26 2018 14:35:24 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 14:51:01 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:06:38 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:22:16 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:38:03 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 15:53:58 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:09:50 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:25:45 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:41:24 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 16:56:59 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:12:35 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:28:10 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:43:45 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 17:59:36 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 18:15:29 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 18:31:26 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 18:47:23 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 19:03:00 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 19:18:35 GMT-0500 (Central Daylight Time),Wed Sep 26 2018 19:34:10 GMT-0500 (Central Daylight Time)
17_9,,,,,,,,,,,,,,,,,,,,
18_0,57,57,56,56,56,56,56,56,58,58,57,57,57,57,30,30,59,59,59,
18_1,45,45,44,44,44,45,45,45,46,46,46,45,45,45,26,26,46,46,46,
18_2,10,10,10,10,10,10,10,10,14,14,11,11,11,11,11,11,10,11,11,
18_3,0.499306,0.499583,0.499583,0.500139,0.500139,0.499028,0.499306,0.499306,0.499444,0.499444,0.499444,0.500139,0.500139,0.499444,0.499722,0.499722,0.457639,0.499028,0.499028,
18_4,23.72,23.75,23.83,23.83,23.86,23.87,23.87,23.88,23.88,23.53,23.69,23.69,23.68,23.81,23.81,84.08,77.36,77.36,77.36,
18_5,7840,7840,9380,8890,8890,8120,9100,9100,9100,9100,9380,9170,9170,8960,9100,9100,8680,9170,9170,
18_6,7910,7910,9310,8890,8890,8050,8120,8120,9450,9450,9380,9380,9380,8750,8120,8120,9310,9170,9170,
18_7,7700,7700,9310,8750,8750,8050,8890,8890,8960,8960,9310,9100,9100,8890,9100,9100,8680,9170,9170,
18_8,7840,7840,9310,8890,8890,8050,8120,8120,9380,9380,9380,9380,9380,8750,8120,8120,9100,9100,9100,
18_9,,,,,,,,,,,,,,,,,,,,
19_0,58,59,58,58,59,59,58,58,58,60,59,59,59,59,59,58,58,58,58,
19_1,46,47,46,46,47,47,47,47,47,49,48,48,47,47,47,47,47,47,47,
19_2,10,11,10,10,10,10,10,11,11,13,11,11,11,11,11,10,10,10,10,
19_3,0.496528,0.497361,0.497361,0.496528,0.496528,0.496944,0.497083,0.497083,0.494861,0.497361,0.497361,0.494722,0.494722,0.497778,0.497222,0.497222,0.495972,0.495833,0.495833,
19_4,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,
19_5,8540,8540,9310,9450,9450,9380,9170,9170,9870,9870,8330,8890,8890,8680,8890,8890,8960,8890,8890,
19_6,9380,9380,9170,8960,8960,9450,9170,9170,9800,9800,8470,9170,9170,8330,9170,9170,8750,8890,8890,
19_7,8540,8540,9310,9380,9380,9380,9100,9100,9800,9800,8260,9100,9100,8680,8750,8750,9100,8750,8750,
19_8,9380,9380,9170,9100,9100,9380,9100,9100,9800,9800,8330,9170,9170,8330,9170,9170,8750,8890,8890,
19_9,,,,,,,,,,,,,,,,,,,,
20_0,64,64,64,64,64,64,64,64,70,70,65,64,64,63,63,64,64,64,64,
20_1,56,56,57,57,56,56,56,57,62,62,57,56,56,57,57,56,57,57,57,
20_2,11,11,11,11,11,11,11,11,19,19,11,11,11,11,11,11,11,11,11,
20_3,0.490278,0.492639,0.492639,0.494861,0.494861,0.492222,0.490278,0.490278,0.489444,0.489722,0.489722,0.490139,0.490139,0.492222,0.493333,0.493333,0.49375,0.493056,0.493056,
20_4,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,75.6,
20_5,8330,8330,8330,8470,8470,8330,8470,8470,8680,8680,8540,8540,8540,8540,8470,8470,8470,8470,8470,
20_6,8330,8330,8260,8330,8330,8330,8260,8260,8680,8680,8470,8470,8470,8540,8470,8470,8470,8470,8470,
20_7,8330,8330,8330,8330,8330,8330,8330,8330,8680,8680,8540,8540,8540,8540,8470,8470,8470,8470,8470,
20_8,8330,8330,8330,8330,8330,8330,8330,8330,8680,8680,8540,8540,8540,8540,8540,8540,8470,8470,8470,
20_9,,,,,,,,,,,,,,,,,,,,
21_0,60,60,59,59,60,60,60,60,63,63,60,59,59,59,59,59,60,60,60,
21_1,60,60,59,59,60,59,59,60,65,65,60,60,60,59,59,59,60,60,60,
21_2,11,11,11,11,11,11,11,11,19,19,11,11,11,11,11,11,11,11,11,
21_3,0.495694,0.495694,0.497778,0.49625,0.49625,0.49625,0.494583,0.494583,0.498056,0.497361,0.497361,0.494722,0.494722,0.495556,0.4975,0.4975,0.496111,0.495833,0.495833,
21_4,81.54,81.53,81.53,81.53,81.53,81.53,81.53,81.53,81.53,81.53,81.53,81.53,81.53,81.53,81.53,81.53,81.53,81.53,81.54,
21_5,8330,8330,8330,8330,8330,8470,8330,8330,8680,8680,8540,8540,8540,8540,8540,8540,8540,8470,8470,
21_6,8330,8330,8330,8330,8330,8260,8330,8330,8680,8680,8540,8470,8470,8540,8470,8470,8470,8470,8470,
21_7,8470,8470,8330,8330,8330,8330,8330,8330,8680,8680,8540,8470,8470,8540,8540,8540,8470,8470,8470,
21_8,8330,8330,8470,8470,8470,8470,8470,8470,8680,8680,8540,8540,8540,8540,8540,8540,8470,8470,8470,
21_9,,,,,,,,,,,,,,,,,,,,
22_0,58,57,56,56,57,57,58,57,57,58,58,58,56,56,56,58,58,57,57,
22_1,46,44,45,45,45,45,46,46,46,47,45,45,45,45,45,45,45,44,45,
22_2,12,12,12,12,12,12,12,12,12,14,12,12,12,12,12,12,12,12,12,
22_3,0.491667,0.491667,0.49375,0.492083,0.492083,0.49125,0.491806,0.491806,0.491806,0.49,0.49,0.490278,0.490278,0.491944,0.490833,0.490833,0.493194,0.493056,0.493056,
22_4,74.66,74.66,74.66,74.66,74.66,74.66,74.66,74.66,74.66,74.66,74.66,74.66,74.66,74.66,74.66,74.66,74.66,74.66,74.66,
22_5,8890,8890,8890,8890,8890,8890,8890,8890,9170,9170,8960,8890,8890,8890,8890,8890,8890,8890,8890,
22_6,8890,8890,8890,8890,8890,8890,8890,8890,9170,9170,8960,8890,8890,8960,8960,8960,8960,8890,8890,
22_7,8890,8890,8890,8890,8890,8890,8890,8890,9100,9100,8890,8890,8890,8890,8890,8890,8890,8890,8890,
22_8,8890,8890,8890,8890,8890,8890,8890,8890,9170,9170,8890,8890,8890,8890,8890,8890,8890,8890,8890,
22_9,,,,,,,,,,,,,,,,,,,,
23_0,76,76,76,76,76,76,76,75,75,79,77,77,77,77,76,76,76,76,76,
23_1,54,54,54,54,54,54,54,54,54,56,54,54,54,54,54,54,54,54,54,
23_2,12,12,12,12,12,12,12,12,12,14,12,12,12,12,12,12,12,12,12,
23_3,0.500139,0.501111,0.501111,0.500139,0.500139,0.500417,0.500833,0.500833,0.500139,0.500694,0.500694,0.499861,0.499861,0.500694,0.500417,0.500417,0.500417,0.500833,0.500833,
23_4,92.49,92.5,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.5,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.48,92.48,
23_5,8890,8890,8890,8890,8890,8890,8890,8890,9170,9170,8960,8890,8890,8890,8890,8890,8890,8890,8890,
23_6,8960,8960,8890,8960,8960,8890,8890,8890,9170,9170,8960,8890,8890,8890,8890,8890,8960,8890,8890,
23_7,8890,8890,8890,8890,8890,8890,8890,8890,9170,9170,8960,8890,8890,8890,8890,8890,8750,8890,8890,
23_8,8890,8890,8890,8960,8960,8890,8890,8890,9170,9170,8960,8890,8890,8890,8890,8890,8890,8890,8890,
23_9,,,,,,,,,,,,,,,,,,,,
24_0,58,34,34,34,34,34,34,34,66,66,60,60,61,60,60,60,60,60,60,
24_1,47,29,29,29,29,29,29,29,57,57,49,49,50,50,50,49,49,49,50,
24_2,12,12,12,12,11,12,12,12,20,20,12,12,12,12,12,12,12,12,12,
24_3,0.500139,0.001667,0.001667,0.001806,0.001806,0.000139,0.000278,0.000278,0.399167,0.498333,0.498333,0.5,0.5,0.500972,0.499861,0.499861,0.499444,0.50125,0.50125,
24_4,92.83,93.84,93.84,93.84,93.84,93.84,93.84,93.83,93.83,86.34,83.2,83.2,86.21,83.17,83.17,86.61,83.31,83.31,83.3,
24_5,8470,8470,8470,8330,8330,8330,8470,8470,8750,8750,8680,8680,8680,8680,8470,8470,8470,8330,8330,
24_6,8330,8330,8330,8330,8330,8330,8260,8260,8680,8680,8540,8470,8470,8470,8260,8260,8330,8330,8330,
24_7,8470,8470,8470,8330,8330,8470,8330,8330,8680,8680,8540,8540,8540,8540,8470,8470,8330,8330,8330,
24_8,8470,8470,8470,8330,8330,8330,8470,8470,8680,8680,8540,8540,8540,8540,8330,8330,8470,8330,8330,
24_9,,,,,,,,,,,,,,,,,,,,
25_0,64,64,64,64,63,62,62,63,65,65,61,61,61,69,69,67,68,68,66,
25_1,54,54,53,53,53,52,52,52,57,57,52,52,52,58,58,57,57,57,56,
25_2,12,12,12,12,12,11,11,13,18,18,12,12,12,12,12,12,12,12,12,
25_3,0.499444,0.501528,0.501528,0.499444,0.499444,0.499861,0.500139,0.500139,0.499444,0.499861,0.499861,0.499167,0.499167,0.499861,0.498472,0.498472,0.49875,0.499861,0.499861,
25_4,5.2,5.18,16.51,16.51,16.5,16.5,16.5,5.21,5.21,5.21,5.21,5.21,16.49,16.24,16.24,16.25,16.25,5.14,5.15,
25_5,8470,8470,8330,8330,8330,8330,8470,8470,8680,8680,8540,8540,8540,8540,8330,8330,8470,8330,8330,
25_6,8330,8330,8330,8330,8330,8330,8330,8330,8680,8680,8470,8470,8470,8540,8260,8260,8330,8330,8330,
25_7,8470,8470,8330,8470,8470,8470,8330,8330,8750,8750,8540,8540,8540,8540,8470,8470,8330,8330,8330,
25_8,8470,8470,8330,8330,8330,8470,8330,8330,8680,8680,8540,8540,8540,8540,8330,8330,8330,8470,8470,
25_9,,,,,,,,,,,,,,,,,,,,
26_0,67,67,67,67,67,67,67,67,68,70,70,69,68,68,68,68,67,67,67,
26_1,51,51,51,51,51,51,51,51,52,52,52,52,51,51,51,51,51,51,51,
26_2,12,11,11,12,12,12,12,12,14,13,13,12,12,12,12,12,12,12,12,
26_3,0.5,0.500417,0.500417,0.5,0.5,0.499444,0.499861,0.499861,0.500139,0.500417,0.500417,0.500417,0.500417,0.501111,0.500556,0.500556,0.5,0.500972,0.500972,
26_4,91.91,91.92,91.92,91.92,91.91,91.91,91.91,91.91,91.91,91.91,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,
26_5,8470,8470,8470,8330,8330,8330,8330,8330,8540,8540,8330,8330,8330,8330,8330,8330,8470,8330,8330,
26_6,8470,8470,8330,8470,8470,8330,8330,8330,8540,8540,8470,8330,8330,8330,8330,8330,8470,8330,8330,
26_7,8260,8260,8330,8330,8330,8330,8260,8260,8540,8540,8330,8330,8330,8330,8330,8330,8330,8330,8330,
26_8,8330,8330,8330,8330,8330,8330,8330,8330,8540,8540,8330,8330,8330,8330,8330,8330,8330,8330,8330,
26_9,,,,,,,,,,,,,,,,,,,,
27_0,68,68,68,68,68,68,68,68,68,70,68,68,68,68,68,68,68,68,68,
27_1,52,52,52,52,52,52,52,52,52,54,52,52,52,52,52,52,52,52,52,
27_2,12,12,12,12,12,12,12,12,12,14,12,12,12,12,12,12,12,12,12,
27_3,0.49625,0.498333,0.498333,0.497361,0.497361,0.495833,0.497917,0.497917,0.495694,0.495278,0.495278,0.496528,0.497639,0.497639,0.497639,0.497639,0.496806,0.498472,0.498472,
27_4,91.93,91.92,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,91.93,
27_5,8470,8470,8330,8330,8330,8330,8330,8330,8540,8540,8330,8330,8330,8470,8470,8470,8470,8330,8330,
27_6,8330,8330,8330,8330,8330,8330,8330,8330,8470,8470,8330,8330,8330,8330,8330,8330,8470,8330,8330,
27_7,8330,8330,8330,8330,8330,8330,8330,8330,8470,8470,8330,8330,8330,8330,8330,8330,8330,8330,8330,
27_8,8330,8330,8470,8330,8330,8330,8470,8470,8540,8540,8330,8470,8470,8330,8330,8330,8330,8330,8330,
27_9,,,,,,,,,,,,,,,,,,,,
28_0,68,68,61,61,60,60,60,59,62,62,60,60,59,60,60,58,59,59,60,
28_1,51,51,47,47,47,47,47,47,50,50,47,47,47,47,47,46,47,47,48,
28_2,11,11,11,11,11,11,11,11,17,17,12,12,11,11,11,11,11,11,11,
28_3,0.496389,0.497361,0.497361,0.498056,0.498056,0.491528,0.489167,0.489167,0.499444,0.496528,0.496528,0.498056,0.499444,0.499444,0.498889,0.498889,0.497778,0.493333,0.493333,
28_4,80.91,80.91,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,80.9,
28_5,8680,8680,10010,9380,9380,9660,9660,9660,10710,10710,9100,9170,9170,9450,10220,10220,9380,10220,10220,
28_6,8680,8680,10220,9380,9380,10010,9450,9450,10850,10850,9660,9380,9380,9170,10430,10430,10080,10220,10220,
28_7,8680,8680,10010,9380,9380,9800,9660,9660,10850,10850,9100,9170,9170,9590,10290,10290,9450,10220,10220,
28_8,8750,8750,10220,9380,9380,10010,9450,9450,10850,10850,9800,9380,9380,9310,9870,9870,10080,10290,10290,
28_9,,,,,,,,,,,,,,,,,,,,
29_0,75,76,69,69,68,68,68,68,68,69,69,69,69,69,69,69,69,69,67,
29_1,60,60,54,54,54,54,54,54,54,56,54,54,55,55,55,55,55,55,54,
29_2,11,11,11,11,11,11,11,11,11,14,12,12,11,11,11,11,11,11,11,
29_3,0.498056,0.497083,0.497083,0.497778,0.497778,0.495139,0.492639,0.492639,0.498194,0.495833,0.495833,0.498472,0.497083,0.497083,0.498333,0.498333,0.498889,0.490139,0.490139,
29_4,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,
29_5,8680,8680,9660,9660,9380,9380,9310,10010,10010,11270,10710,10710,9380,9660,9660,10080,10080,9870,9380,
29_6,8680,8680,9800,9800,9800,9800,9800,10220,10220,10640,10500,10500,9660,9870,9870,9800,9800,10430,9870,
29_7,8750,8680,9800,9800,9800,9800,9310,10010,10010,11270,10850,10850,9450,9660,9660,10080,10080,9870,9310,
29_8,8680,8750,9800,9800,9800,9800,9870,10220,10220,10710,10430,10430,9800,10010,10010,9450,9450,10290,9870,
29_9,,,,,,,,,,,,,,,,,,,,
30_0,71,69,69,69,69,69,69,70,70,73,71,71,70,70,70,70,70,70,70,
30_1,52,50,50,50,50,50,50,51,51,54,52,52,51,51,51,51,51,51,51,
30_2,20,20,20,20,20,20,20,21,21,22,21,21,20,20,20,20,20,20,20,
30_3,0.500139,0.500139,0.500139,0.5,0.5,0.5,0.500139,0.500139,0.499722,0.499444,0.499444,0.500694,0.500694,0.500556,0.500278,0.500278,0.500139,0.500139,0.500139,
30_4,92.28,92.5,92.51,92.51,92.51,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.48,92.5,92.5,92.27,92.27,92.25,92.37,
30_5,9450,9450,9450,9450,9450,9450,9380,9380,9310,9310,9660,,,9450,9450,9450,9380,9380,9450,
30_6,9590,9590,9590,9590,9590,9590,9800,9800,9310,9310,9660,,,9450,9450,9450,9380,9380,9590,
30_7,9450,9450,9450,9450,9450,9450,9450,9450,9310,9310,9800,,,9450,9450,9450,9590,9590,9590,
30_8,9450,9450,9590,9660,9660,9590,9660,9660,9310,9310,9800,,,9590,9590,9590,9450,9450,9590,
30_9,,,,,,,,,,,,,,,,,,,,
31_0,83,83,83,83,83,82,82,83,81,81,83,83,83,83,82,82,83,83,82,
31_1,68,68,69,69,69,68,68,69,66,66,69,69,69,68,68,68,68,68,68,
31_2,20,20,20,21,21,20,20,20,18,18,21,20,20,21,20,20,20,20,20,
31_3,0.502361,0.502361,0.502083,0.500833,0.500833,0.501111,0.501944,0.501944,0.500694,0.500556,0.500556,0.5025,0.5025,0.50125,0.501111,0.501111,0.500972,0.500833,0.500833,
31_4,76.23,76.23,76.23,76.23,76.23,76.23,76.23,76.23,76.23,76.23,76.23,76.23,76.23,76.23,76.23,76.23,76.2,76.2,76.23,
31_5,9450,9450,9590,9660,9660,9450,9450,9450,9170,9170,9660,9380,9380,9450,9800,9800,9450,9450,9590,
31_6,9450,9450,9450,9800,9800,9450,9450,9450,9310,9310,9800,9590,9590,9380,9660,9660,9450,9450,9800,
31_7,9450,9450,9450,9800,9800,9450,9450,9450,9380,9380,9800,9450,9450,9380,9660,9660,9450,9450,9450,
31_8,9450,9450,9590,9660,9660,9590,9590,9590,9380,9380,9800,9660,9660,9660,9660,9660,9590,9590,9660,
31_9,,,,,,,,,,,,,,,,,,,,
32_0,79,79,79,79,79,79,79,80,80,82,80,80,79,79,78,79,79,80,79,
32_1,50,50,50,50,50,50,50,50,50,52,51,51,50,50,51,50,50,51,50,
32_2,16,16,16,17,17,17,16,17,17,20,18,18,17,17,17,17,17,17,17,
32_3,0.491944,0.491944,0.490833,0.490694,0.490694,0.489167,0.493333,0.493333,0.49125,0.490972,0.490972,0.492083,0.492083,0.490833,0.49125,0.49125,0.492083,0.492361,0.492361,
32_4,75.48,75.47,75.48,75.48,75.48,75.48,75.48,75.48,75.48,75.48,75.48,75.48,75.48,75.48,75.48,75.48,75.48,75.48,75.48,
32_5,9170,9170,9100,9170,9170,9100,9100,9100,9170,9170,9310,9170,9170,9170,9310,9310,9170,9170,9100,
32_6,9100,9100,9170,9100,9100,9170,9100,9100,9170,9170,9310,9170,9170,9170,9170,9170,9170,9170,9170,
32_7,9170,9170,9170,9170,9170,9170,9170,9170,9310,9310,9310,9310,9310,9170,9170,9170,9170,9170,9100,
32_8,9310,9310,9170,9170,9170,9310,9170,9170,9310,9310,9380,9310,9310,9310,9310,9310,9170,9170,9310,
32_9,,,,,,,,,,,,,,,,,,,,
33_0,,,,,,,,,,,,,,,,,,,,
33_1,,,,,,,,,,,,,,,,,,,,
33_2,17,17,16,16,17,16,16,16,18,18,18,17,17,17,17,17,17,17,17,
33_3,,,,,,,,,,,,,,,,,,,,
33_4,,,,,,,,,,,,,,,,,,,,
33_5,,,,,,,,,,,,,,,,,,,,
33_6,,,,,,,,,,,,,,,,,,,,
33_7,,,,,,,,,,,,,,,,,,,,
33_8,,,,,,,,,,,,,,,,,,,,
33_9,,,,,,,,,,,,,,,,,,,,
34_0,55,55,55,54,55,55,55,55,55,54,54,59,54,54,54,54,54,54,54,
34_1,43,43,43,43,43,43,44,44,43,43,43,46,43,43,43,43,43,43,43,
34_2,15,15,15,16,15,15,15,15,16,17,17,16,15,15,15,15,15,15,15,
34_3,0.500139,0.500556,0.500556,0.5,0.5,0.499861,0.500417,0.500417,0.500417,0.5,0.5,0.499861,0.499861,0.499861,0.5,0.5,0.499583,0.500417,0.500417,
34_4,92.96,92.98,92.98,92.98,92.98,92.98,92.98,92.98,92.98,92.98,92.98,92.98,92.98,92.98,92.98,92.98,92.98,92.98,92.98,
34_5,11060,11060,10850,11060,11060,11060,11060,11060,10710,10710,11550,11270,11270,11130,11270,11270,,,11130,
34_6,10920,10920,10640,11060,11060,10920,11060,11060,10640,10640,11480,11130,11130,11130,11130,11130,,,11130,
34_7,11130,11130,10710,11060,11060,11130,11060,11060,10850,10850,11550,11270,11270,11270,11270,11270,,,11130,
34_8,11060,11060,10710,10920,10920,10920,11060,11060,10640,10640,11480,11130,11130,11130,11270,11270,,,11060,
34_9,,,,,,,,,,,,,,,,,,,,
35_0,85,85,85,85,85,85,84,85,85,85,84,84,83,83,84,83,83,84,84,
35_1,46,46,46,46,46,46,45,46,46,47,46,46,45,45,45,45,45,45,45,
35_2,15,16,16,16,15,15,15,16,16,18,16,16,16,16,15,15,15,15,15,
35_3,0.494444,0.490833,0.490833,0.491944,0.491944,0.492083,0.490278,0.490278,0.491111,0.492778,0.492778,0.490278,0.490278,0.491944,0.491667,0.491667,0.492222,0.493056,0.493056,
35_4,82,82,82,82,82.01,82.01,82.01,82,82,82,82,82,81.65,81.65,81.65,81.65,82,82,82,
35_5,11060,11060,10850,11060,11060,11060,11060,11060,10710,10710,11550,11130,11130,11130,11130,11130,11060,11060,11060,
35_6,10920,10920,10640,10920,10920,10920,11060,11060,10640,10640,11480,11130,11130,11130,11130,11130,11060,11060,11060,
35_7,11060,11060,10710,11060,11060,11060,11130,11130,10710,10710,11550,11270,11270,11270,11270,11270,11130,11130,11270,
35_8,11060,11060,10710,10920,10920,10920,11060,11060,10710,10710,11480,11130,11130,11130,11130,11130,11060,11060,11130,
35_9,,,,,,,,,,,,,,,,,,,,
36_0,55,55,54,54,55,55,55,55,55,57,55,55,55,55,55,55,55,55,55,
36_1,45,45,45,45,44,44,45,45,45,47,44,44,46,46,44,44,44,45,44,
36_2,13,13,13,13,13,13,13,14,14,16,14,14,14,14,13,13,13,13,13,
36_3,0.492778,0.492778,0.492361,0.493611,0.493611,0.494167,0.4925,0.4925,0.488889,0.494722,0.494722,0.489444,0.489444,0.491528,0.49125,0.49125,0.492083,0.493333,0.493333,
36_4,82.43,82.43,82.42,82.42,82.43,82.43,82.43,82.43,82.43,82.42,82.43,82.43,82.4,82.41,82.41,82.4,82.4,82.42,82.42,
36_5,11130,11130,11130,11130,11130,11130,11130,11130,,,11340,11130,11130,11130,11130,11130,11130,11130,11130,
36_6,11060,11060,11270,11270,11270,11270,11270,11270,,,11340,11130,11130,11270,11130,11130,11270,11270,11270,
36_7,11130,11130,11130,11270,11270,11130,11270,11270,,,11340,11130,11130,11130,11130,11130,11270,11270,11270,
36_8,11130,11130,11130,11130,11130,11130,11060,11060,,,11270,11060,11060,11060,11060,11060,11130,11130,11130,
36_9,,,,,,,,,,,,,,,,,,,,
37_0,59,59,60,60,59,59,58,59,59,59,58,58,59,59,59,59,59,58,58,
37_1,44,44,44,44,44,44,43,44,44,45,43,43,43,43,43,43,43,43,42,
37_2,,,,,,,,,,,,,,,,,,,,
37_3,0.499028,0.499028,0.499722,0.498611,0.498611,0.496667,0.491528,0.491528,0.496667,0.496806,0.496806,0.499444,0.499444,0.4975,0.499583,0.499583,0.498472,0.4925,0.4925,
37_4,80.61,80.57,80.61,80.61,80.6,80.61,80.61,80.6,80.6,80.6,80.61,80.61,80.6,80.61,80.61,80.6,80.6,80.6,80.59,
37_5,,,,,,,,,,,,,,,,,,,,
37_6,,,,,,,,,,,,,,,,,,,,
37_7,,,,,,,,,,,,,,,,,,,,
37_8,,,,,,,,,,,,,,,,,,,,
37_9,,,,,,,,,,,,,,,,,,,,
38_0,30,29,29,29,29,29,29,29,26,21,21,21,20,20,20,20,,21,21,
38_1,20,20,20,20,20,20,20,20,18,16,16,15,15,15,15,15,,15,15,
38_2,12,12,12,13,12,12,12,12,12,13,13,13,13,13,12,12,,12,12,
38_3,0.01,0.009861,0.009861,0.010694,0.010694,0.011389,0.01125,0.01125,0.010833,0.000556,0.000556,0.000556,0.000556,0.000556,0.000556,0.000556,0.000278,0.000139,0.000139,
38_4,84.18,84.18,84.19,84.19,84.18,84.18,84.18,84.18,84.18,84.19,84.18,84.18,84.18,84.18,84.18,84.18,84.18,84.18,84.18,
38_5,8890,8890,8890,8890,8960,8890,8890,8750,9310,9310,8890,8890,8890,8680,8680,8890,8890,8890,8890,
38_6,8890,8890,8890,8890,8960,8890,8890,9170,9380,9380,8960,8960,8960,8680,8680,8890,8960,8960,8890,
38_7,8750,8890,8890,8890,8960,8960,8960,9170,9310,9310,8890,8890,8890,8680,8680,8890,8890,8890,8890,
38_8,8890,8960,8890,8890,8960,8960,8960,9170,9450,9450,8960,8960,8960,8750,8750,8960,8960,8960,8890,
38_9,,,,,,,,,,,,,,,,,,,,
39_0,77,76,76,75,77,77,75,75,76,78,78,77,76,76,78,78,78,77,77,
39_1,53,52,52,53,53,53,51,51,52,54,54,53,51,51,53,54,54,53,53,
39_2,12,12,12,13,12,12,12,12,12,13,13,13,13,13,12,13,13,12,12,
39_3,5.187778,5.187778,5.440694,5.3,5.3,5.103611,5.185417,5.185417,5.120972,5.480139,5.480139,5.205417,5.205417,5.322778,5.113194,5.113194,5.208889,5.252778,5.252778,
39_4,85.5,85.47,85.38,85.38,85.39,85.59,85.59,85.35,85.39,85.39,85.4,85.4,85.4,85.31,85.31,85.24,85.28,85.28,85.2,
39_5,8890,8890,8680,8890,8890,8960,8960,8960,8680,8680,8750,8890,8890,8680,8680,8680,8960,8960,8680,
39_6,8960,8960,8750,9170,9170,8960,8890,8890,8680,8680,8750,8750,8750,8680,8890,8890,8960,8960,8890,
39_7,8960,8960,8750,8890,8890,8960,8890,8890,8750,8750,8750,8890,8890,8680,8750,8750,8890,8890,8680,
39_8,8960,8960,8750,8960,8960,8960,8890,8890,8680,8680,8750,8890,8890,8750,8960,8960,8960,8960,8960,
39_9,,,,,,,,,,,,,,,,,,,,
40_0,36,36,36,36,36,36,36,36,36,38,38,37,36,36,38,35,35,35,35,
40_1,26,26,26,26,26,26,26,26,26,28,28,27,26,26,28,26,26,26,26,
40_2,11,11,11,11,11,11,11,11,11,13,13,11,11,11,11,11,11,11,11,
40_3,0.000278,0.000278,0.000139,0.000556,0.000556,0.000139,0.001389,0.001389,0.000694,0.000694,0.000694,0.000139,0.000139,0.000556,0.000139,0.000139,0.000139,0.000278,0.000278,
40_4,93.26,93.26,93.27,93.27,93.26,93.26,93.26,93.25,93.25,93.26,93.26,93.26,93.26,93.26,93.26,93.26,93.26,93.26,93.26,
40_5,8050,8050,8120,8050,8050,8050,8120,8120,8120,8120,8120,8120,8120,7490,7420,7420,8750,8750,8680,
40_6,8120,8120,8260,8120,8120,8120,8120,8120,8120,8120,8120,8050,8050,7420,7490,7490,8750,8750,8680,
40_7,8050,8050,8050,8050,8050,8050,8120,8120,8120,8120,8120,8050,8050,7420,7420,7420,8680,8680,8680,
40_8,8050,8050,8120,8050,8050,8120,8050,8050,8120,8120,8120,8050,8050,7420,7420,7420,8680,8680,8680,
40_9,,,,,,,,,,,,,,,,,,,,
41_0,68,68,69,69,68,68,68,68,68,43,38,38,38,,,75,75,75,75,
41_1,50,50,50,50,49,50,50,50,50,33,29,29,29,,,54,53,53,54,
41_2,11,11,11,11,11,11,11,11,11,15,12,12,11,,,11,11,11,11,
41_3,0.500417,0.500694,0.500694,0.500139,0.500139,0.500556,0.500833,0.500833,0.500556,0.045,0.045,0.001667,0.001667,0.000139,0.000139,0.000139,0.438333,0.499861,0.499861,
41_4,92.66,92.66,92.66,92.66,92.66,92.66,92.66,92.66,92.66,93.66,93.65,93.65,93.65,93.65,93.65,90.27,85.31,85.31,83.55,
41_5,8120,8120,8120,8120,8120,8120,8120,8120,8260,8260,8120,8120,8120,7420,7420,7420,8680,8680,8680,
41_6,8050,8050,8050,8050,8050,8120,8120,8120,8120,8120,8260,8050,8050,7420,7420,7420,8680,8680,8680,
